"outcome","treated_iso3c","treated_country","placebo_iso3c","placebo_country","pre_rmspe","post_rmspe","rmspe_ratio","avg_post_gap","avg_abs_post_gap","unit_type"
"imports_gdp","CMR","Cameroon","MUS","Mauritius",8.31614488584659,7.41891564146284,0.892109955189602,-6.701066050872,6.701066050872,"Placebo donor"
"imports_gdp","CMR","Cameroon","NAM","Namibia",2.91014601902306,5.89699374589549,2.0263566526724,0.545277527785023,5.35138935212454,"Placebo donor"
"imports_gdp","CMR","Cameroon","SYC","Seychelles",10.5136286418834,15.5294982618677,1.47708263158569,14.1645689187861,14.1645689187861,"Placebo donor"
"imports_gdp","COG","Republic of Congo","BGD","Bangladesh",7.96963018493342,10.6888768733549,1.34120111289006,-10.6009945941874,10.6009945941874,"Placebo donor"
"imports_gdp","COG","Republic of Congo","BOL","Bolivia",2.60307739487004,2.38478596268698,0.916141013473801,-1.54659876435777,2.22367602106329,"Placebo donor"
"imports_gdp","COG","Republic of Congo","BTN","Bhutan",5.4694031389211,5.93188915022787,1.0845587716904,2.02267594836256,5.52078750619397,"Placebo donor"
"imports_gdp","COG","Republic of Congo","BWA","Botswana",5.86107180821991,10.7383047486298,1.83214011020472,-10.2370969859454,10.2370969859454,"Placebo donor"
"imports_gdp","COG","Republic of Congo","CPV","Cabo Verde",11.8275669458509,7.455622478691,0.630359778374066,7.2265743343543,7.2265743343543,"Placebo donor"
"imports_gdp","COG","Republic of Congo","ECU","Ecuador",3.30441389106622,3.50972950380896,1.06213374580522,3.1925183277572,3.1925183277572,"Placebo donor"
"imports_gdp","COG","Republic of Congo","IRQ","Iraq",19.9137633199247,21.9223190021114,1.10086268727403,19.1295418634248,19.1295418634248,"Placebo donor"
"imports_gdp","COG","Republic of Congo","MAR","Morocco",2.70330399143758,2.7137833795693,1.00387651117481,1.98862851750102,2.0406284847367,"Placebo donor"
"imports_gdp","COG","Republic of Congo","MUS","Mauritius",8.31614488584659,7.41891564146284,0.892109955189602,-6.701066050872,6.701066050872,"Placebo donor"
"imports_gdp","COG","Republic of Congo","NAM","Namibia",2.91014601902306,5.89699374589549,2.0263566526724,0.545277527785023,5.35138935212454,"Placebo donor"
"imports_gdp","COG","Republic of Congo","SYC","Seychelles",10.5136286418834,15.5294982618677,1.47708263158569,14.1645689187861,14.1645689187861,"Placebo donor"
"imports_gdp","GAB","Gabon","BGD","Bangladesh",7.96963018493342,10.6888768733549,1.34120111289006,-10.6009945941874,10.6009945941874,"Placebo donor"
"imports_gdp","GAB","Gabon","BOL","Bolivia",2.60307739487004,2.38478596268698,0.916141013473801,-1.54659876435777,2.22367602106329,"Placebo donor"
"imports_gdp","GAB","Gabon","BTN","Bhutan",5.4694031389211,5.93188915022787,1.0845587716904,2.02267594836256,5.52078750619397,"Placebo donor"
"imports_gdp","GAB","Gabon","BWA","Botswana",5.86107180821991,10.7383047486298,1.83214011020472,-10.2370969859454,10.2370969859454,"Placebo donor"
"imports_gdp","GAB","Gabon","CPV","Cabo Verde",11.8275669458509,7.455622478691,0.630359778374066,7.2265743343543,7.2265743343543,"Placebo donor"
"imports_gdp","GAB","Gabon","ECU","Ecuador",3.30441389106622,3.50972950380896,1.06213374580522,3.1925183277572,3.1925183277572,"Placebo donor"
"imports_gdp","GAB","Gabon","IRQ","Iraq",19.9137633199247,21.9223190021114,1.10086268727403,19.1295418634248,19.1295418634248,"Placebo donor"
"imports_gdp","GAB","Gabon","MAR","Morocco",2.70330399143758,2.7137833795693,1.00387651117481,1.98862851750102,2.0406284847367,"Placebo donor"
"imports_gdp","GAB","Gabon","MUS","Mauritius",8.31614488584659,7.41891564146284,0.892109955189602,-6.701066050872,6.701066050872,"Placebo donor"
"imports_gdp","GAB","Gabon","NAM","Namibia",2.91014601902306,5.89699374589549,2.0263566526724,0.545277527785023,5.35138935212454,"Placebo donor"
"imports_gdp","GAB","Gabon","SYC","Seychelles",10.5136286418834,15.5294982618677,1.47708263158569,14.1645689187861,14.1645689187861,"Placebo donor"
"imports_gdp","GNQ","Equatorial Guinea","BGD","Bangladesh",7.96963018493342,10.6888768733549,1.34120111289006,-10.6009945941874,10.6009945941874,"Placebo donor"
