"outcome","treated_iso3c","treated_country","placebo_iso3c","placebo_country","pre_rmspe","post_rmspe","rmspe_ratio","avg_post_gap","avg_abs_post_gap","unit_type"
"XEU","BFA","Burkina Faso","DMA","Dominica",1.82682032177304,7.06108712410957,3.86523350980481,5.99014504090808,6.12359983008839,"Placebo donor"
"XEU","BFA","Burkina Faso","ECU","Ecuador",1.99910245633343,3.8328434382418,1.91728214134239,-3.09274584810346,3.30740699410451,"Placebo donor"
"XEU","BFA","Burkina Faso","GRD","Grenada",10.0100641345619,16.3997331607086,1.63832448426429,-15.2835155341277,15.2835155341277,"Placebo donor"
"XEU","BFA","Burkina Faso","LAO","Lao PDR",6.92626878472988,8.30187227821995,1.1986067154256,-8.08451145985879,8.08451145985879,"Placebo donor"
"XEU","BFA","Burkina Faso","LCA","St. Lucia",2.47909731786329,3.67271174438746,1.48147138796186,-3.04698249038311,3.3209343630157,"Placebo donor"
"XEU","BFA","Burkina Faso","MAR","Morocco",12.7582768782638,22.7693778502228,1.78467500489935,18.2375433763292,19.6600802022913,"Placebo donor"
"XEU","BFA","Burkina Faso","MUS","Mauritius",3.52499463676335,6.16960313336273,1.75024468662104,-2.43532927186029,5.12492952938791,"Placebo donor"
"XEU","CAF","Central African Republic","BGD","Bangladesh",4.37894540590737,9.57577228679701,2.18677590131152,9.11909509009663,9.11909509009663,"Placebo donor"
"XEU","CAF","Central African Republic","BOL","Bolivia",4.01866614856337,4.22864986582863,1.05225209298372,-3.80507059163529,3.80507059163529,"Placebo donor"
"XEU","CAF","Central African Republic","BRB","Barbados",2.95323761416617,2.34140149991901,0.79282530084532,1.1959689663862,2.06744405035102,"Placebo donor"
"XEU","CAF","Central African Republic","CPV","Cabo Verde",23.669096262065,33.1241013153712,1.39946624698383,-9.65917102100933,29.1277847979585,"Placebo donor"
"XEU","CAF","Central African Republic","DMA","Dominica",1.82682032177304,7.06108712410957,3.86523350980481,5.99014504090808,6.12359983008839,"Placebo donor"
"XEU","CAF","Central African Republic","ECU","Ecuador",1.99910245633343,3.8328434382418,1.91728214134239,-3.09274584810346,3.30740699410451,"Placebo donor"
"XEU","CAF","Central African Republic","GRD","Grenada",10.0100641345619,16.3997331607086,1.63832448426429,-15.2835155341277,15.2835155341277,"Placebo donor"
"XEU","CAF","Central African Republic","LAO","Lao PDR",6.92626878472988,8.30187227821995,1.1986067154256,-8.08451145985879,8.08451145985879,"Placebo donor"
"XEU","CAF","Central African Republic","LCA","St. Lucia",2.47909731786329,3.67271174438746,1.48147138796186,-3.04698249038311,3.3209343630157,"Placebo donor"
"XEU","CAF","Central African Republic","MAR","Morocco",12.7582768782638,22.7693778502228,1.78467500489935,18.2375433763292,19.6600802022913,"Placebo donor"
"XEU","CAF","Central African Republic","MUS","Mauritius",3.52499463676335,6.16960313336273,1.75024468662104,-2.43532927186029,5.12492952938791,"Placebo donor"
"XEU","CIV","Côte d'Ivoire","BGD","Bangladesh",4.37894540590737,9.57577228679701,2.18677590131152,9.11909509009663,9.11909509009663,"Placebo donor"
"XEU","CIV","Côte d'Ivoire","BOL","Bolivia",4.01866614856337,4.22864986582863,1.05225209298372,-3.80507059163529,3.80507059163529,"Placebo donor"
"XEU","CIV","Côte d'Ivoire","BRB","Barbados",2.95323761416617,2.34140149991901,0.79282530084532,1.1959689663862,2.06744405035102,"Placebo donor"
"XEU","CIV","Côte d'Ivoire","CPV","Cabo Verde",23.669096262065,33.1241013153712,1.39946624698383,-9.65917102100933,29.1277847979585,"Placebo donor"
"XEU","CIV","Côte d'Ivoire","DMA","Dominica",1.82682032177304,7.06108712410957,3.86523350980481,5.99014504090808,6.12359983008839,"Placebo donor"
"XEU","CIV","Côte d'Ivoire","ECU","Ecuador",1.99910245633343,3.8328434382418,1.91728214134239,-3.09274584810346,3.30740699410451,"Placebo donor"
"XEU","CIV","Côte d'Ivoire","GRD","Grenada",10.0100641345619,16.3997331607086,1.63832448426429,-15.2835155341277,15.2835155341277,"Placebo donor"
"XEU","CIV","Côte d'Ivoire","LAO","Lao PDR",6.92626878472988,8.30187227821995,1.1986067154256,-8.08451145985879,8.08451145985879,"Placebo donor"
"XEU","CIV","Côte d'Ivoire","LCA","St. Lucia",2.47909731786329,3.67271174438746,1.48147138796186,-3.04698249038311,3.3209343630157,"Placebo donor"
"XEU","CIV","Côte d'Ivoire","MAR","Morocco",12.7582768782638,22.7693778502228,1.78467500489935,18.2375433763292,19.6600802022913,"Placebo donor"
"XEU","CIV","Côte d'Ivoire","MUS","Mauritius",3.52499463676335,6.16960313336273,1.75024468662104,-2.43532927186029,5.12492952938791,"Placebo donor"
"XEU","CMR","Cameroon","BGD","Bangladesh",4.37894540590737,9.57577228679701,2.18677590131152,9.11909509009663,9.11909509009663,"Placebo donor"
"XEU","CMR","Cameroon","BOL","Bolivia",4.01866614856337,4.22864986582863,1.05225209298372,-3.80507059163529,3.80507059163529,"Placebo donor"
"XEU","CMR","Cameroon","BRB","Barbados",2.95323761416617,2.34140149991901,0.79282530084532,1.1959689663862,2.06744405035102,"Placebo donor"
"XEU","CMR","Cameroon","CPV","Cabo Verde",23.669096262065,33.1241013153712,1.39946624698383,-9.65917102100933,29.1277847979585,"Placebo donor"
"XEU","CMR","Cameroon","DMA","Dominica",1.82682032177304,7.06108712410957,3.86523350980481,5.99014504090808,6.12359983008839,"Placebo donor"
"XEU","CMR","Cameroon","ECU","Ecuador",1.99910245633343,3.8328434382418,1.91728214134239,-3.09274584810346,3.30740699410451,"Placebo donor"
"XEU","CMR","Cameroon","GRD","Grenada",10.0100641345619,16.3997331607086,1.63832448426429,-15.2835155341277,15.2835155341277,"Placebo donor"
"XEU","CMR","Cameroon","LAO","Lao PDR",6.92626878472988,8.30187227821995,1.1986067154256,-8.08451145985879,8.08451145985879,"Placebo donor"
"XEU","CMR","Cameroon","LCA","St. Lucia",2.47909731786329,3.67271174438746,1.48147138796186,-3.04698249038311,3.3209343630157,"Placebo donor"
"XEU","CMR","Cameroon","MAR","Morocco",12.7582768782638,22.7693778502228,1.78467500489935,18.2375433763292,19.6600802022913,"Placebo donor"
"XEU","CMR","Cameroon","MUS","Mauritius",3.52499463676335,6.16960313336273,1.75024468662104,-2.43532927186029,5.12492952938791,"Placebo donor"
"XEU","COG","Republic of Congo","BGD","Bangladesh",4.37894540590737,9.57577228679701,2.18677590131152,9.11909509009663,9.11909509009663,"Placebo donor"
"XEU","COG","Republic of Congo","BOL","Bolivia",4.01866614856337,4.22864986582863,1.05225209298372,-3.80507059163529,3.80507059163529,"Placebo donor"
"XEU","COG","Republic of Congo","BRB","Barbados",2.95323761416617,2.34140149991901,0.79282530084532,1.1959689663862,2.06744405035102,"Placebo donor"
"XEU","COG","Republic of Congo","CPV","Cabo Verde",23.669096262065,33.1241013153712,1.39946624698383,-9.65917102100933,29.1277847979585,"Placebo donor"
"XEU","COG","Republic of Congo","DMA","Dominica",1.82682032177304,7.06108712410957,3.86523350980481,5.99014504090808,6.12359983008839,"Placebo donor"
"XEU","COG","Republic of Congo","ECU","Ecuador",1.99910245633343,3.8328434382418,1.91728214134239,-3.09274584810346,3.30740699410451,"Placebo donor"
"XEU","COG","Republic of Congo","GRD","Grenada",10.0100641345619,16.3997331607086,1.63832448426429,-15.2835155341277,15.2835155341277,"Placebo donor"
"XEU","COG","Republic of Congo","LAO","Lao PDR",6.92626878472988,8.30187227821995,1.1986067154256,-8.08451145985879,8.08451145985879,"Placebo donor"
"XEU","COG","Republic of Congo","LCA","St. Lucia",2.47909731786329,3.67271174438746,1.48147138796186,-3.04698249038311,3.3209343630157,"Placebo donor"
"XEU","COG","Republic of Congo","MAR","Morocco",12.7582768782638,22.7693778502228,1.78467500489935,18.2375433763292,19.6600802022913,"Placebo donor"
"XEU","COG","Republic of Congo","MUS","Mauritius",3.52499463676335,6.16960313336273,1.75024468662104,-2.43532927186029,5.12492952938791,"Placebo donor"
"XEU","GAB","Gabon","BGD","Bangladesh",4.37894540590737,9.57577228679701,2.18677590131152,9.11909509009663,9.11909509009663,"Placebo donor"
"XEU","GAB","Gabon","BOL","Bolivia",4.01866614856337,4.22864986582863,1.05225209298372,-3.80507059163529,3.80507059163529,"Placebo donor"
"XEU","GAB","Gabon","BRB","Barbados",2.95323761416617,2.34140149991901,0.79282530084532,1.1959689663862,2.06744405035102,"Placebo donor"
"XEU","GAB","Gabon","CPV","Cabo Verde",23.669096262065,33.1241013153712,1.39946624698383,-9.65917102100933,29.1277847979585,"Placebo donor"
"XEU","GAB","Gabon","DMA","Dominica",1.82682032177304,7.06108712410957,3.86523350980481,5.99014504090808,6.12359983008839,"Placebo donor"
"XEU","GAB","Gabon","ECU","Ecuador",1.99910245633343,3.8328434382418,1.91728214134239,-3.09274584810346,3.30740699410451,"Placebo donor"
"XEU","GAB","Gabon","GRD","Grenada",10.0100641345619,16.3997331607086,1.63832448426429,-15.2835155341277,15.2835155341277,"Placebo donor"
"XEU","GAB","Gabon","LAO","Lao PDR",6.92626878472988,8.30187227821995,1.1986067154256,-8.08451145985879,8.08451145985879,"Placebo donor"
"XEU","GAB","Gabon","LCA","St. Lucia",2.47909731786329,3.67271174438746,1.48147138796186,-3.04698249038311,3.3209343630157,"Placebo donor"
"XEU","GAB","Gabon","MAR","Morocco",12.7582768782638,22.7693778502228,1.78467500489935,18.2375433763292,19.6600802022913,"Placebo donor"
"XEU","GAB","Gabon","MUS","Mauritius",3.52499463676335,6.16960313336273,1.75024468662104,-2.43532927186029,5.12492952938791,"Placebo donor"
"XEU","GNQ","Equatorial Guinea","BGD","Bangladesh",4.37894540590737,9.57577228679701,2.18677590131152,9.11909509009663,9.11909509009663,"Placebo donor"
"XEU","GNQ","Equatorial Guinea","BOL","Bolivia",4.01866614856337,4.22864986582863,1.05225209298372,-3.80507059163529,3.80507059163529,"Placebo donor"
"XEU","GNQ","Equatorial Guinea","BRB","Barbados",2.95323761416617,2.34140149991901,0.79282530084532,1.1959689663862,2.06744405035102,"Placebo donor"
"XEU","GNQ","Equatorial Guinea","CPV","Cabo Verde",23.669096262065,33.1241013153712,1.39946624698383,-9.65917102100933,29.1277847979585,"Placebo donor"
"XEU","GNQ","Equatorial Guinea","DMA","Dominica",1.82682032177304,7.06108712410957,3.86523350980481,5.99014504090808,6.12359983008839,"Placebo donor"
"XEU","GNQ","Equatorial Guinea","ECU","Ecuador",1.99910245633343,3.8328434382418,1.91728214134239,-3.09274584810346,3.30740699410451,"Placebo donor"
"XEU","GNQ","Equatorial Guinea","GRD","Grenada",10.0100641345619,16.3997331607086,1.63832448426429,-15.2835155341277,15.2835155341277,"Placebo donor"
"XEU","GNQ","Equatorial Guinea","LAO","Lao PDR",6.92626878472988,8.30187227821995,1.1986067154256,-8.08451145985879,8.08451145985879,"Placebo donor"
"XEU","GNQ","Equatorial Guinea","LCA","St. Lucia",2.47909731786329,3.67271174438746,1.48147138796186,-3.04698249038311,3.3209343630157,"Placebo donor"
"XEU","GNQ","Equatorial Guinea","MAR","Morocco",12.7582768782638,22.7693778502228,1.78467500489935,18.2375433763292,19.6600802022913,"Placebo donor"
"XEU","GNQ","Equatorial Guinea","MUS","Mauritius",3.52499463676335,6.16960313336273,1.75024468662104,-2.43532927186029,5.12492952938791,"Placebo donor"
"XEU","MLI","Mali","BGD","Bangladesh",4.37894540590737,9.57577228679701,2.18677590131152,9.11909509009663,9.11909509009663,"Placebo donor"
"XEU","MLI","Mali","BOL","Bolivia",4.01866614856337,4.22864986582863,1.05225209298372,-3.80507059163529,3.80507059163529,"Placebo donor"
"XEU","MLI","Mali","BRB","Barbados",2.95323761416617,2.34140149991901,0.79282530084532,1.1959689663862,2.06744405035102,"Placebo donor"
"XEU","MLI","Mali","CPV","Cabo Verde",23.669096262065,33.1241013153712,1.39946624698383,-9.65917102100933,29.1277847979585,"Placebo donor"
"XEU","MLI","Mali","DMA","Dominica",1.82682032177304,7.06108712410957,3.86523350980481,5.99014504090808,6.12359983008839,"Placebo donor"
"XEU","MLI","Mali","ECU","Ecuador",1.99910245633343,3.8328434382418,1.91728214134239,-3.09274584810346,3.30740699410451,"Placebo donor"
"XEU","MLI","Mali","GRD","Grenada",10.0100641345619,16.3997331607086,1.63832448426429,-15.2835155341277,15.2835155341277,"Placebo donor"
"XEU","MLI","Mali","LAO","Lao PDR",6.92626878472988,8.30187227821995,1.1986067154256,-8.08451145985879,8.08451145985879,"Placebo donor"
"XEU","MLI","Mali","LCA","St. Lucia",2.47909731786329,3.67271174438746,1.48147138796186,-3.04698249038311,3.3209343630157,"Placebo donor"
"XEU","MLI","Mali","MAR","Morocco",12.7582768782638,22.7693778502228,1.78467500489935,18.2375433763292,19.6600802022913,"Placebo donor"
"XEU","MLI","Mali","MUS","Mauritius",3.52499463676335,6.16960313336273,1.75024468662104,-2.43532927186029,5.12492952938791,"Placebo donor"
"XEU","NER","Niger","BGD","Bangladesh",4.37894540590737,9.57577228679701,2.18677590131152,9.11909509009663,9.11909509009663,"Placebo donor"
"XEU","NER","Niger","BOL","Bolivia",4.01866614856337,4.22864986582863,1.05225209298372,-3.80507059163529,3.80507059163529,"Placebo donor"
"XEU","NER","Niger","BRB","Barbados",2.95323761416617,2.34140149991901,0.79282530084532,1.1959689663862,2.06744405035102,"Placebo donor"
"XEU","NER","Niger","CPV","Cabo Verde",23.669096262065,33.1241013153712,1.39946624698383,-9.65917102100933,29.1277847979585,"Placebo donor"
"XEU","NER","Niger","DMA","Dominica",1.82682032177304,7.06108712410957,3.86523350980481,5.99014504090808,6.12359983008839,"Placebo donor"
"XEU","NER","Niger","ECU","Ecuador",1.99910245633343,3.8328434382418,1.91728214134239,-3.09274584810346,3.30740699410451,"Placebo donor"
"XEU","NER","Niger","GRD","Grenada",10.0100641345619,16.3997331607086,1.63832448426429,-15.2835155341277,15.2835155341277,"Placebo donor"
"XEU","NER","Niger","LAO","Lao PDR",6.92626878472988,8.30187227821995,1.1986067154256,-8.08451145985879,8.08451145985879,"Placebo donor"
"XEU","NER","Niger","LCA","St. Lucia",2.47909731786329,3.67271174438746,1.48147138796186,-3.04698249038311,3.3209343630157,"Placebo donor"
"XEU","NER","Niger","MAR","Morocco",12.7582768782638,22.7693778502228,1.78467500489935,18.2375433763292,19.6600802022913,"Placebo donor"
"XEU","NER","Niger","MUS","Mauritius",3.52499463676335,6.16960313336273,1.75024468662104,-2.43532927186029,5.12492952938791,"Placebo donor"
"XEU","SEN","Senegal","BGD","Bangladesh",4.37894540590737,9.57577228679701,2.18677590131152,9.11909509009663,9.11909509009663,"Placebo donor"
"XEU","SEN","Senegal","BOL","Bolivia",4.01866614856337,4.22864986582863,1.05225209298372,-3.80507059163529,3.80507059163529,"Placebo donor"
"XEU","SEN","Senegal","BRB","Barbados",2.95323761416617,2.34140149991901,0.79282530084532,1.1959689663862,2.06744405035102,"Placebo donor"
"XEU","SEN","Senegal","CPV","Cabo Verde",23.669096262065,33.1241013153712,1.39946624698383,-9.65917102100933,29.1277847979585,"Placebo donor"
"XEU","SEN","Senegal","DMA","Dominica",1.82682032177304,7.06108712410957,3.86523350980481,5.99014504090808,6.12359983008839,"Placebo donor"
"XEU","SEN","Senegal","ECU","Ecuador",1.99910245633343,3.8328434382418,1.91728214134239,-3.09274584810346,3.30740699410451,"Placebo donor"
"XEU","SEN","Senegal","GRD","Grenada",10.0100641345619,16.3997331607086,1.63832448426429,-15.2835155341277,15.2835155341277,"Placebo donor"
"XEU","SEN","Senegal","LAO","Lao PDR",6.92626878472988,8.30187227821995,1.1986067154256,-8.08451145985879,8.08451145985879,"Placebo donor"
"XEU","SEN","Senegal","LCA","St. Lucia",2.47909731786329,3.67271174438746,1.48147138796186,-3.04698249038311,3.3209343630157,"Placebo donor"
"XEU","SEN","Senegal","MAR","Morocco",12.7582768782638,22.7693778502228,1.78467500489935,18.2375433763292,19.6600802022913,"Placebo donor"
"XEU","SEN","Senegal","MUS","Mauritius",3.52499463676335,6.16960313336273,1.75024468662104,-2.43532927186029,5.12492952938791,"Placebo donor"
"XEU","TCD","Chad","BGD","Bangladesh",4.37894540590737,9.57577228679701,2.18677590131152,9.11909509009663,9.11909509009663,"Placebo donor"
"XEU","TCD","Chad","BOL","Bolivia",4.01866614856337,4.22864986582863,1.05225209298372,-3.80507059163529,3.80507059163529,"Placebo donor"
"XEU","TCD","Chad","BRB","Barbados",2.95323761416617,2.34140149991901,0.79282530084532,1.1959689663862,2.06744405035102,"Placebo donor"
"XEU","TCD","Chad","CPV","Cabo Verde",23.669096262065,33.1241013153712,1.39946624698383,-9.65917102100933,29.1277847979585,"Placebo donor"
"XEU","TCD","Chad","DMA","Dominica",1.82682032177304,7.06108712410957,3.86523350980481,5.99014504090808,6.12359983008839,"Placebo donor"
"XEU","TCD","Chad","ECU","Ecuador",1.99910245633343,3.8328434382418,1.91728214134239,-3.09274584810346,3.30740699410451,"Placebo donor"
"XEU","TCD","Chad","GRD","Grenada",10.0100641345619,16.3997331607086,1.63832448426429,-15.2835155341277,15.2835155341277,"Placebo donor"
"XEU","TCD","Chad","LAO","Lao PDR",6.92626878472988,8.30187227821995,1.1986067154256,-8.08451145985879,8.08451145985879,"Placebo donor"
"XEU","TCD","Chad","LCA","St. Lucia",2.47909731786329,3.67271174438746,1.48147138796186,-3.04698249038311,3.3209343630157,"Placebo donor"
"XEU","TCD","Chad","MAR","Morocco",12.7582768782638,22.7693778502228,1.78467500489935,18.2375433763292,19.6600802022913,"Placebo donor"
"XEU","TCD","Chad","MUS","Mauritius",3.52499463676335,6.16960313336273,1.75024468662104,-2.43532927186029,5.12492952938791,"Placebo donor"
"XEU","TGO","Togo","BGD","Bangladesh",4.37894540590737,9.57577228679701,2.18677590131152,9.11909509009663,9.11909509009663,"Placebo donor"
"XEU","TGO","Togo","BOL","Bolivia",4.01866614856337,4.22864986582863,1.05225209298372,-3.80507059163529,3.80507059163529,"Placebo donor"
"XEU","TGO","Togo","BRB","Barbados",2.95323761416617,2.34140149991901,0.79282530084532,1.1959689663862,2.06744405035102,"Placebo donor"
"XEU","TGO","Togo","CPV","Cabo Verde",23.669096262065,33.1241013153712,1.39946624698383,-9.65917102100933,29.1277847979585,"Placebo donor"
"XEU","TGO","Togo","DMA","Dominica",1.82682032177304,7.06108712410957,3.86523350980481,5.99014504090808,6.12359983008839,"Placebo donor"
"XEU","TGO","Togo","ECU","Ecuador",1.99910245633343,3.8328434382418,1.91728214134239,-3.09274584810346,3.30740699410451,"Placebo donor"
"XEU","TGO","Togo","GRD","Grenada",10.0100641345619,16.3997331607086,1.63832448426429,-15.2835155341277,15.2835155341277,"Placebo donor"
"XEU","TGO","Togo","LAO","Lao PDR",6.92626878472988,8.30187227821995,1.1986067154256,-8.08451145985879,8.08451145985879,"Placebo donor"
"XEU","TGO","Togo","LCA","St. Lucia",2.47909731786329,3.67271174438746,1.48147138796186,-3.04698249038311,3.3209343630157,"Placebo donor"
"XEU","TGO","Togo","MAR","Morocco",12.7582768782638,22.7693778502228,1.78467500489935,18.2375433763292,19.6600802022913,"Placebo donor"
"XEU","TGO","Togo","MUS","Mauritius",3.52499463676335,6.16960313336273,1.75024468662104,-2.43532927186029,5.12492952938791,"Placebo donor"
"MEU","BEN","Benin","BGD","Bangladesh",1.3220560015778,2.06946807199851,1.56534070381944,-1.68428839352851,1.68428839352851,"Placebo donor"
"MEU","BEN","Benin","BOL","Bolivia",1.39832669181598,1.37913301755816,0.986273826874536,-0.134169758970646,1.15062128955863,"Placebo donor"
"MEU","BEN","Benin","BRB","Barbados",3.14651323837302,3.50972337760901,1.11543257940456,2.8963616547583,2.8963616547583,"Placebo donor"
"MEU","BEN","Benin","CPV","Cabo Verde",21.5166177498012,28.4167207286641,1.32068715720558,27.6276020129403,27.6276020129403,"Placebo donor"
"MEU","BEN","Benin","DMA","Dominica",2.63558874184292,1.63007372440084,0.618485615195418,0.75916308405487,1.30169564474199,"Placebo donor"
"MEU","BEN","Benin","ECU","Ecuador",2.57150928009294,3.25070611251681,1.26412381152259,-3.03782624682865,3.03782624682865,"Placebo donor"
"MEU","BEN","Benin","GRD","Grenada",2.56731733923841,2.57531947551931,1.00311692526615,-1.55538106041272,2.01025152704277,"Placebo donor"
"MEU","BEN","Benin","LAO","Lao PDR",4.64053253238843,4.19222692253398,0.903393499188828,-4.06012014984027,4.06012014984027,"Placebo donor"
"MEU","BEN","Benin","LCA","St. Lucia",2.56952169168531,1.48477675170441,0.577841688011035,-0.588862618711722,1.3463098081688,"Placebo donor"
"MEU","BEN","Benin","MAR","Morocco",5.36786022981358,4.14889550032945,0.772914219577871,-1.79130672080045,3.44384410256522,"Placebo donor"
"MEU","BEN","Benin","MUS","Mauritius",2.61838451440789,4.97028034330607,1.89822400642712,-3.56996209241408,4.28284401035184,"Placebo donor"
"MEU","BEN","Benin","SYC","Seychelles",8.26998976292332,8.73255802051164,1.05593335310548,2.26012675120166,7.36068561307153,"Placebo donor"
"MEU","BFA","Burkina Faso","BGD","Bangladesh",1.3220560015778,2.06946807199851,1.56534070381944,-1.68428839352851,1.68428839352851,"Placebo donor"
"MEU","BFA","Burkina Faso","BOL","Bolivia",1.39832669181598,1.37913301755816,0.986273826874536,-0.134169758970646,1.15062128955863,"Placebo donor"
"MEU","BFA","Burkina Faso","BRB","Barbados",3.14651323837302,3.50972337760901,1.11543257940456,2.8963616547583,2.8963616547583,"Placebo donor"
"MEU","BFA","Burkina Faso","CPV","Cabo Verde",21.5166177498012,28.4167207286641,1.32068715720558,27.6276020129403,27.6276020129403,"Placebo donor"
"MEU","BFA","Burkina Faso","DMA","Dominica",2.63558874184292,1.63007372440084,0.618485615195418,0.75916308405487,1.30169564474199,"Placebo donor"
"MEU","BFA","Burkina Faso","ECU","Ecuador",2.57150928009294,3.25070611251681,1.26412381152259,-3.03782624682865,3.03782624682865,"Placebo donor"
"MEU","BFA","Burkina Faso","GRD","Grenada",2.56731733923841,2.57531947551931,1.00311692526615,-1.55538106041272,2.01025152704277,"Placebo donor"
"MEU","BFA","Burkina Faso","LAO","Lao PDR",4.64053253238843,4.19222692253398,0.903393499188828,-4.06012014984027,4.06012014984027,"Placebo donor"
"MEU","BFA","Burkina Faso","LCA","St. Lucia",2.56952169168531,1.48477675170441,0.577841688011035,-0.588862618711722,1.3463098081688,"Placebo donor"
"MEU","BFA","Burkina Faso","MAR","Morocco",5.36786022981358,4.14889550032945,0.772914219577871,-1.79130672080045,3.44384410256522,"Placebo donor"
"MEU","BFA","Burkina Faso","MUS","Mauritius",2.61838451440789,4.97028034330607,1.89822400642712,-3.56996209241408,4.28284401035184,"Placebo donor"
"MEU","BFA","Burkina Faso","SYC","Seychelles",8.26998976292332,8.73255802051164,1.05593335310548,2.26012675120166,7.36068561307153,"Placebo donor"
"MEU","CAF","Central African Republic","BGD","Bangladesh",1.3220560015778,2.06946807199851,1.56534070381944,-1.68428839352851,1.68428839352851,"Placebo donor"
"MEU","CAF","Central African Republic","BOL","Bolivia",1.39832669181598,1.37913301755816,0.986273826874536,-0.134169758970646,1.15062128955863,"Placebo donor"
"MEU","CAF","Central African Republic","BRB","Barbados",3.14651323837302,3.50972337760901,1.11543257940456,2.8963616547583,2.8963616547583,"Placebo donor"
"MEU","CAF","Central African Republic","CPV","Cabo Verde",21.5166177498012,28.4167207286641,1.32068715720558,27.6276020129403,27.6276020129403,"Placebo donor"
"MEU","CAF","Central African Republic","DMA","Dominica",2.63558874184292,1.63007372440084,0.618485615195418,0.75916308405487,1.30169564474199,"Placebo donor"
"MEU","CAF","Central African Republic","ECU","Ecuador",2.57150928009294,3.25070611251681,1.26412381152259,-3.03782624682865,3.03782624682865,"Placebo donor"
"MEU","CAF","Central African Republic","GRD","Grenada",2.56731733923841,2.57531947551931,1.00311692526615,-1.55538106041272,2.01025152704277,"Placebo donor"
"MEU","CAF","Central African Republic","LAO","Lao PDR",4.64053253238843,4.19222692253398,0.903393499188828,-4.06012014984027,4.06012014984027,"Placebo donor"
"MEU","CAF","Central African Republic","LCA","St. Lucia",2.56952169168531,1.48477675170441,0.577841688011035,-0.588862618711722,1.3463098081688,"Placebo donor"
"MEU","CAF","Central African Republic","MAR","Morocco",5.36786022981358,4.14889550032945,0.772914219577871,-1.79130672080045,3.44384410256522,"Placebo donor"
"MEU","CAF","Central African Republic","MUS","Mauritius",2.61838451440789,4.97028034330607,1.89822400642712,-3.56996209241408,4.28284401035184,"Placebo donor"
"MEU","CAF","Central African Republic","SYC","Seychelles",8.26998976292332,8.73255802051164,1.05593335310548,2.26012675120166,7.36068561307153,"Placebo donor"
"MEU","CIV","Côte d'Ivoire","BGD","Bangladesh",1.3220560015778,2.06946807199851,1.56534070381944,-1.68428839352851,1.68428839352851,"Placebo donor"
"MEU","CIV","Côte d'Ivoire","BOL","Bolivia",1.39832669181598,1.37913301755816,0.986273826874536,-0.134169758970646,1.15062128955863,"Placebo donor"
"MEU","CIV","Côte d'Ivoire","BRB","Barbados",3.14651323837302,3.50972337760901,1.11543257940456,2.8963616547583,2.8963616547583,"Placebo donor"
"MEU","CIV","Côte d'Ivoire","CPV","Cabo Verde",21.5166177498012,28.4167207286641,1.32068715720558,27.6276020129403,27.6276020129403,"Placebo donor"
"MEU","CIV","Côte d'Ivoire","DMA","Dominica",2.63558874184292,1.63007372440084,0.618485615195418,0.75916308405487,1.30169564474199,"Placebo donor"
"MEU","CIV","Côte d'Ivoire","ECU","Ecuador",2.57150928009294,3.25070611251681,1.26412381152259,-3.03782624682865,3.03782624682865,"Placebo donor"
"MEU","CIV","Côte d'Ivoire","GRD","Grenada",2.56731733923841,2.57531947551931,1.00311692526615,-1.55538106041272,2.01025152704277,"Placebo donor"
"MEU","CIV","Côte d'Ivoire","LAO","Lao PDR",4.64053253238843,4.19222692253398,0.903393499188828,-4.06012014984027,4.06012014984027,"Placebo donor"
"MEU","CIV","Côte d'Ivoire","LCA","St. Lucia",2.56952169168531,1.48477675170441,0.577841688011035,-0.588862618711722,1.3463098081688,"Placebo donor"
"MEU","CIV","Côte d'Ivoire","MAR","Morocco",5.36786022981358,4.14889550032945,0.772914219577871,-1.79130672080045,3.44384410256522,"Placebo donor"
"MEU","CIV","Côte d'Ivoire","MUS","Mauritius",2.61838451440789,4.97028034330607,1.89822400642712,-3.56996209241408,4.28284401035184,"Placebo donor"
"MEU","CIV","Côte d'Ivoire","SYC","Seychelles",8.26998976292332,8.73255802051164,1.05593335310548,2.26012675120166,7.36068561307153,"Placebo donor"
"MEU","CMR","Cameroon","BGD","Bangladesh",1.3220560015778,2.06946807199851,1.56534070381944,-1.68428839352851,1.68428839352851,"Placebo donor"
"MEU","CMR","Cameroon","BOL","Bolivia",1.39832669181598,1.37913301755816,0.986273826874536,-0.134169758970646,1.15062128955863,"Placebo donor"
"MEU","CMR","Cameroon","BRB","Barbados",3.14651323837302,3.50972337760901,1.11543257940456,2.8963616547583,2.8963616547583,"Placebo donor"
"MEU","CMR","Cameroon","CPV","Cabo Verde",21.5166177498012,28.4167207286641,1.32068715720558,27.6276020129403,27.6276020129403,"Placebo donor"
"MEU","CMR","Cameroon","DMA","Dominica",2.63558874184292,1.63007372440084,0.618485615195418,0.75916308405487,1.30169564474199,"Placebo donor"
"MEU","CMR","Cameroon","ECU","Ecuador",2.57150928009294,3.25070611251681,1.26412381152259,-3.03782624682865,3.03782624682865,"Placebo donor"
"MEU","CMR","Cameroon","GRD","Grenada",2.56731733923841,2.57531947551931,1.00311692526615,-1.55538106041272,2.01025152704277,"Placebo donor"
"MEU","CMR","Cameroon","LAO","Lao PDR",4.64053253238843,4.19222692253398,0.903393499188828,-4.06012014984027,4.06012014984027,"Placebo donor"
"MEU","CMR","Cameroon","LCA","St. Lucia",2.56952169168531,1.48477675170441,0.577841688011035,-0.588862618711722,1.3463098081688,"Placebo donor"
