"outcome","treated_iso3c","placebo_iso3c","success","error_message"
"imports_gdp","MLI","BWA",TRUE,NA
"imports_gdp","MLI","CPV",TRUE,NA
"imports_gdp","MLI","ECU",TRUE,NA
"imports_gdp","MLI","MUS",TRUE,NA
"imports_gdp","MLI","MAR",TRUE,NA
"imports_gdp","MLI","NAM",TRUE,NA
"imports_gdp","MLI","SYC",TRUE,NA
"imports_gdp","MLI","IRQ",TRUE,NA
"imports_gdp","NER","BGD",TRUE,NA
"imports_gdp","NER","BTN",TRUE,NA
"imports_gdp","NER","BOL",TRUE,NA
"imports_gdp","NER","BWA",TRUE,NA
"imports_gdp","NER","CPV",TRUE,NA
"imports_gdp","NER","ECU",TRUE,NA
"imports_gdp","NER","MUS",TRUE,NA
"imports_gdp","NER","MAR",TRUE,NA
"imports_gdp","NER","NAM",TRUE,NA
"imports_gdp","NER","SYC",TRUE,NA
"imports_gdp","NER","IRQ",TRUE,NA
"imports_gdp","SEN","BGD",TRUE,NA
"imports_gdp","SEN","BTN",TRUE,NA
"imports_gdp","SEN","BOL",TRUE,NA
"imports_gdp","SEN","BWA",TRUE,NA
"imports_gdp","SEN","CPV",TRUE,NA
"imports_gdp","SEN","ECU",TRUE,NA
"imports_gdp","SEN","MUS",TRUE,NA
"imports_gdp","SEN","MAR",TRUE,NA
"imports_gdp","SEN","NAM",TRUE,NA
"imports_gdp","SEN","SYC",TRUE,NA
"imports_gdp","SEN","IRQ",TRUE,NA
"imports_gdp","TGO","BGD",TRUE,NA
"imports_gdp","TGO","BTN",TRUE,NA
"imports_gdp","TGO","BOL",TRUE,NA
"imports_gdp","TGO","BWA",TRUE,NA
"imports_gdp","TGO","CPV",TRUE,NA
"imports_gdp","TGO","ECU",TRUE,NA
"imports_gdp","TGO","MUS",TRUE,NA
"imports_gdp","TGO","MAR",TRUE,NA
"imports_gdp","TGO","NAM",TRUE,NA
"imports_gdp","TGO","SYC",TRUE,NA
"imports_gdp","TGO","IRQ",TRUE,NA
"imports_gdp","CMR","BGD",TRUE,NA
"imports_gdp","CMR","BTN",TRUE,NA
"imports_gdp","CMR","BOL",TRUE,NA
"imports_gdp","CMR","BWA",TRUE,NA
"imports_gdp","CMR","CPV",TRUE,NA
"imports_gdp","CMR","ECU",TRUE,NA
"imports_gdp","CMR","MUS",TRUE,NA
"imports_gdp","CMR","MAR",TRUE,NA
"imports_gdp","CMR","NAM",TRUE,NA
"imports_gdp","CMR","SYC",TRUE,NA
"imports_gdp","CMR","IRQ",TRUE,NA
"imports_gdp","CAF","BGD",TRUE,NA
"imports_gdp","CAF","BTN",TRUE,NA
"imports_gdp","CAF","BOL",TRUE,NA
"imports_gdp","CAF","BWA",TRUE,NA
"imports_gdp","CAF","CPV",TRUE,NA
"imports_gdp","CAF","ECU",TRUE,NA
"imports_gdp","CAF","MUS",TRUE,NA
"imports_gdp","CAF","MAR",TRUE,NA
"imports_gdp","CAF","NAM",TRUE,NA
"imports_gdp","CAF","SYC",TRUE,NA
"imports_gdp","CAF","IRQ",TRUE,NA
"imports_gdp","TCD","BGD",TRUE,NA
"imports_gdp","TCD","BTN",TRUE,NA
"imports_gdp","TCD","BOL",TRUE,NA
"imports_gdp","TCD","BWA",TRUE,NA
"imports_gdp","TCD","CPV",TRUE,NA
"imports_gdp","TCD","ECU",TRUE,NA
"imports_gdp","TCD","MUS",TRUE,NA
"imports_gdp","TCD","MAR",TRUE,NA
"imports_gdp","TCD","NAM",TRUE,NA
"imports_gdp","TCD","SYC",TRUE,NA
"imports_gdp","TCD","IRQ",TRUE,NA
"imports_gdp","COG","BGD",TRUE,NA
"imports_gdp","COG","BTN",TRUE,NA
"imports_gdp","COG","BOL",TRUE,NA
"imports_gdp","COG","BWA",TRUE,NA
"imports_gdp","COG","CPV",TRUE,NA
"imports_gdp","COG","ECU",TRUE,NA
"imports_gdp","COG","MUS",TRUE,NA
"imports_gdp","COG","MAR",TRUE,NA
"imports_gdp","COG","NAM",TRUE,NA
"imports_gdp","COG","SYC",TRUE,NA
"imports_gdp","COG","IRQ",TRUE,NA
"imports_gdp","GAB","BGD",TRUE,NA
"imports_gdp","GAB","BTN",TRUE,NA
"imports_gdp","GAB","BOL",TRUE,NA
"imports_gdp","GAB","BWA",TRUE,NA
"imports_gdp","GAB","CPV",TRUE,NA
"imports_gdp","GAB","ECU",TRUE,NA
"imports_gdp","GAB","MUS",TRUE,NA
"imports_gdp","GAB","MAR",TRUE,NA
"imports_gdp","GAB","NAM",TRUE,NA
"imports_gdp","GAB","SYC",TRUE,NA
"imports_gdp","GAB","IRQ",TRUE,NA
"imports_gdp","GNQ","BGD",TRUE,NA
"imports_gdp","GNQ","BTN",TRUE,NA
"imports_gdp","GNQ","BOL",TRUE,NA
"imports_gdp","GNQ","BWA",TRUE,NA
"imports_gdp","GNQ","CPV",TRUE,NA
"imports_gdp","GNQ","ECU",TRUE,NA
"imports_gdp","GNQ","MUS",TRUE,NA
"imports_gdp","GNQ","MAR",TRUE,NA
"imports_gdp","GNQ","NAM",TRUE,NA
"imports_gdp","GNQ","SYC",TRUE,NA
"imports_gdp","GNQ","IRQ",TRUE,NA
