"outcome","treated_iso3c","treated_country","donor_iso3c","donor_weight"
"imports_gdp","BFA","Burkina Faso","GUY",0
"imports_gdp","BFA","Burkina Faso","IRQ",0.048
"imports_gdp","BFA","Burkina Faso","KNA",0
"imports_gdp","BFA","Burkina Faso","LAO",0
"imports_gdp","BFA","Burkina Faso","LCA",0
"imports_gdp","BFA","Burkina Faso","LSO",0.168
"imports_gdp","BFA","Burkina Faso","MAR",0
"imports_gdp","BFA","Burkina Faso","MUS",0
"imports_gdp","BFA","Burkina Faso","NAM",0
"imports_gdp","BFA","Burkina Faso","SWZ",0
"imports_gdp","BFA","Burkina Faso","SYC",0
"imports_gdp","BFA","Burkina Faso","TKM",0
"imports_gdp","CIV","Côte d'Ivoire","BGD",0.012
"imports_gdp","CIV","Côte d'Ivoire","BOL",0
"imports_gdp","CIV","Côte d'Ivoire","BRB",0.092
"imports_gdp","CIV","Côte d'Ivoire","BTN",0
"imports_gdp","CIV","Côte d'Ivoire","BWA",0
"imports_gdp","CIV","Côte d'Ivoire","CPV",0
"imports_gdp","CIV","Côte d'Ivoire","DMA",0
"imports_gdp","CIV","Côte d'Ivoire","ECU",0
"imports_gdp","CIV","Côte d'Ivoire","GRD",0
"imports_gdp","CIV","Côte d'Ivoire","GUY",0
"imports_gdp","CIV","Côte d'Ivoire","IRQ",0
"imports_gdp","CIV","Côte d'Ivoire","KNA",0
"imports_gdp","CIV","Côte d'Ivoire","LAO",0
"imports_gdp","CIV","Côte d'Ivoire","LCA",0
"imports_gdp","CIV","Côte d'Ivoire","LSO",0.049
"imports_gdp","CIV","Côte d'Ivoire","MAR",0.845
"imports_gdp","CIV","Côte d'Ivoire","MUS",0.001
"imports_gdp","CIV","Côte d'Ivoire","NAM",0
"imports_gdp","CIV","Côte d'Ivoire","SWZ",0
"imports_gdp","CIV","Côte d'Ivoire","SYC",0
"imports_gdp","CIV","Côte d'Ivoire","TKM",0
"imports_gdp","MLI","Mali","BGD",0.388
"imports_gdp","MLI","Mali","BOL",0
"imports_gdp","MLI","Mali","BRB",0
"imports_gdp","MLI","Mali","BTN",0.086
"imports_gdp","MLI","Mali","BWA",0
"imports_gdp","MLI","Mali","CPV",0
"imports_gdp","MLI","Mali","DMA",0.355
"imports_gdp","MLI","Mali","ECU",0
"imports_gdp","MLI","Mali","GRD",0
"imports_gdp","MLI","Mali","GUY",0
"imports_gdp","MLI","Mali","IRQ",0
"imports_gdp","MLI","Mali","KNA",0
"imports_gdp","MLI","Mali","LAO",0
"imports_gdp","MLI","Mali","LCA",0
"imports_gdp","MLI","Mali","LSO",0.118
"imports_gdp","MLI","Mali","MAR",0
"imports_gdp","MLI","Mali","MUS",0
"imports_gdp","MLI","Mali","NAM",0
"imports_gdp","MLI","Mali","SWZ",0.053
"imports_gdp","MLI","Mali","SYC",0
"imports_gdp","MLI","Mali","TKM",0
"imports_gdp","NER","Niger","BGD",0.181
"imports_gdp","NER","Niger","BOL",0
"imports_gdp","NER","Niger","BRB",0.242
"imports_gdp","NER","Niger","BTN",0
"imports_gdp","NER","Niger","BWA",0
"imports_gdp","NER","Niger","CPV",0
"imports_gdp","NER","Niger","DMA",0
"imports_gdp","NER","Niger","ECU",0
"imports_gdp","NER","Niger","GRD",0
"imports_gdp","NER","Niger","GUY",0
"imports_gdp","NER","Niger","IRQ",0.092
"imports_gdp","NER","Niger","KNA",0
"imports_gdp","NER","Niger","LAO",0
"imports_gdp","NER","Niger","LCA",0
"imports_gdp","NER","Niger","LSO",0
"imports_gdp","NER","Niger","MAR",0.347
"imports_gdp","NER","Niger","MUS",0.138
"imports_gdp","NER","Niger","NAM",0
"imports_gdp","NER","Niger","SWZ",0
"imports_gdp","NER","Niger","SYC",0
"imports_gdp","NER","Niger","TKM",0
"imports_gdp","SEN","Senegal","BGD",0.208
"imports_gdp","SEN","Senegal","BOL",0
"imports_gdp","SEN","Senegal","BRB",0.12
"imports_gdp","SEN","Senegal","BTN",0
"imports_gdp","SEN","Senegal","BWA",0
"imports_gdp","SEN","Senegal","CPV",0
"imports_gdp","SEN","Senegal","DMA",0
"imports_gdp","SEN","Senegal","ECU",0
"imports_gdp","SEN","Senegal","GRD",0
"imports_gdp","SEN","Senegal","GUY",0
"imports_gdp","SEN","Senegal","IRQ",0.078
"imports_gdp","SEN","Senegal","KNA",0
"imports_gdp","SEN","Senegal","LAO",0
"imports_gdp","SEN","Senegal","LCA",0
"imports_gdp","SEN","Senegal","LSO",0
"imports_gdp","SEN","Senegal","MAR",0.315
"imports_gdp","SEN","Senegal","MUS",0.279
"imports_gdp","SEN","Senegal","NAM",0
"imports_gdp","SEN","Senegal","SWZ",0
"imports_gdp","SEN","Senegal","SYC",0
"imports_gdp","SEN","Senegal","TKM",0
"imports_gdp","TGO","Togo","BGD",0
"imports_gdp","TGO","Togo","BOL",0
"imports_gdp","TGO","Togo","BRB",0.469
"imports_gdp","TGO","Togo","BTN",0.05
"imports_gdp","TGO","Togo","BWA",0
"imports_gdp","TGO","Togo","CPV",0.097
"imports_gdp","TGO","Togo","DMA",0
"imports_gdp","TGO","Togo","ECU",0
"imports_gdp","TGO","Togo","GRD",0
"imports_gdp","TGO","Togo","GUY",0
"imports_gdp","TGO","Togo","IRQ",0.131
"imports_gdp","TGO","Togo","KNA",0
"imports_gdp","TGO","Togo","LAO",0
"imports_gdp","TGO","Togo","LCA",0
"imports_gdp","TGO","Togo","LSO",0.253
"imports_gdp","TGO","Togo","MAR",0
"imports_gdp","TGO","Togo","MUS",0
"imports_gdp","TGO","Togo","NAM",0
"imports_gdp","TGO","Togo","SWZ",0
"imports_gdp","TGO","Togo","SYC",0
"imports_gdp","TGO","Togo","TKM",0
"imports_gdp","CMR","Cameroon","BGD",0
"imports_gdp","CMR","Cameroon","BOL",0
"imports_gdp","CMR","Cameroon","BRB",0.245
"imports_gdp","CMR","Cameroon","BTN",0
"imports_gdp","CMR","Cameroon","BWA",0
"imports_gdp","CMR","Cameroon","CPV",0
"imports_gdp","CMR","Cameroon","DMA",0
"imports_gdp","CMR","Cameroon","ECU",0
"imports_gdp","CMR","Cameroon","GRD",0
"imports_gdp","CMR","Cameroon","GUY",0
"imports_gdp","CMR","Cameroon","IRQ",0.124
"imports_gdp","CMR","Cameroon","KNA",0
"imports_gdp","CMR","Cameroon","LAO",0
"imports_gdp","CMR","Cameroon","LCA",0
"imports_gdp","CMR","Cameroon","LSO",0
"imports_gdp","CMR","Cameroon","MAR",0.63
"imports_gdp","CMR","Cameroon","MUS",0
"imports_gdp","CMR","Cameroon","NAM",0
"imports_gdp","CMR","Cameroon","SWZ",0
"imports_gdp","CMR","Cameroon","SYC",0
"imports_gdp","CMR","Cameroon","TKM",0
"imports_gdp","CAF","Central African Republic","BGD",0.365
"imports_gdp","CAF","Central African Republic","BOL",0
"imports_gdp","CAF","Central African Republic","BRB",0
"imports_gdp","CAF","Central African Republic","BTN",0
"imports_gdp","CAF","Central African Republic","BWA",0
"imports_gdp","CAF","Central African Republic","CPV",0
"imports_gdp","CAF","Central African Republic","DMA",0
"imports_gdp","CAF","Central African Republic","ECU",0
"imports_gdp","CAF","Central African Republic","GRD",0
"imports_gdp","CAF","Central African Republic","GUY",0
"imports_gdp","CAF","Central African Republic","IRQ",0.026
"imports_gdp","CAF","Central African Republic","KNA",0
"imports_gdp","CAF","Central African Republic","LAO",0
"imports_gdp","CAF","Central African Republic","LCA",0
"imports_gdp","CAF","Central African Republic","LSO",0
"imports_gdp","CAF","Central African Republic","MAR",0.454
"imports_gdp","CAF","Central African Republic","MUS",0.154
"imports_gdp","CAF","Central African Republic","NAM",0
"imports_gdp","CAF","Central African Republic","SWZ",0
"imports_gdp","CAF","Central African Republic","SYC",0
"imports_gdp","CAF","Central African Republic","TKM",0
"imports_gdp","TCD","Chad","BGD",0.153
"imports_gdp","TCD","Chad","BOL",0
"imports_gdp","TCD","Chad","BRB",0.154
"imports_gdp","TCD","Chad","BTN",0
"imports_gdp","TCD","Chad","BWA",0
"imports_gdp","TCD","Chad","CPV",0
"imports_gdp","TCD","Chad","DMA",0.236
"imports_gdp","TCD","Chad","ECU",0
"imports_gdp","TCD","Chad","GRD",0
"imports_gdp","TCD","Chad","GUY",0
"imports_gdp","TCD","Chad","IRQ",0
"imports_gdp","TCD","Chad","KNA",0
"imports_gdp","TCD","Chad","LAO",0.2
"imports_gdp","TCD","Chad","LCA",0
"imports_gdp","TCD","Chad","LSO",0.153
"imports_gdp","TCD","Chad","MAR",0
"imports_gdp","TCD","Chad","MUS",0
"imports_gdp","TCD","Chad","NAM",0
"imports_gdp","TCD","Chad","SWZ",0.103
"imports_gdp","TCD","Chad","SYC",0
"imports_gdp","TCD","Chad","TKM",0
"imports_gdp","COG","Republic of Congo","BGD",0
"imports_gdp","COG","Republic of Congo","BOL",0
"imports_gdp","COG","Republic of Congo","BRB",0
"imports_gdp","COG","Republic of Congo","BTN",0.001
"imports_gdp","COG","Republic of Congo","BWA",0.318
"imports_gdp","COG","Republic of Congo","CPV",0
"imports_gdp","COG","Republic of Congo","DMA",0.001
"imports_gdp","COG","Republic of Congo","ECU",0
"imports_gdp","COG","Republic of Congo","GRD",0
"imports_gdp","COG","Republic of Congo","GUY",0
"imports_gdp","COG","Republic of Congo","IRQ",0.296
"imports_gdp","COG","Republic of Congo","KNA",0
"imports_gdp","COG","Republic of Congo","LAO",0
"imports_gdp","COG","Republic of Congo","LCA",0
"imports_gdp","COG","Republic of Congo","LSO",0.128
"imports_gdp","COG","Republic of Congo","MAR",0
"imports_gdp","COG","Republic of Congo","MUS",0
"imports_gdp","COG","Republic of Congo","NAM",0
"imports_gdp","COG","Republic of Congo","SWZ",0
"imports_gdp","COG","Republic of Congo","SYC",0
"imports_gdp","COG","Republic of Congo","TKM",0.256
"imports_gdp","GAB","Gabon","BGD",0
"imports_gdp","GAB","Gabon","BOL",0
"imports_gdp","GAB","Gabon","BRB",0.243
"imports_gdp","GAB","Gabon","BTN",0.462
"imports_gdp","GAB","Gabon","BWA",0
"imports_gdp","GAB","Gabon","CPV",0
"imports_gdp","GAB","Gabon","DMA",0
"imports_gdp","GAB","Gabon","ECU",0
"imports_gdp","GAB","Gabon","GRD",0
"imports_gdp","GAB","Gabon","GUY",0
"imports_gdp","GAB","Gabon","IRQ",0.011
"imports_gdp","GAB","Gabon","KNA",0
"imports_gdp","GAB","Gabon","LAO",0
"imports_gdp","GAB","Gabon","LCA",0
"imports_gdp","GAB","Gabon","LSO",0.101
"imports_gdp","GAB","Gabon","MAR",0.182
"imports_gdp","GAB","Gabon","MUS",0
"imports_gdp","GAB","Gabon","NAM",0
"imports_gdp","GAB","Gabon","SWZ",0
"imports_gdp","GAB","Gabon","SYC",0
"imports_gdp","GAB","Gabon","TKM",0
"imports_gdp","GNQ","Equatorial Guinea","BGD",0.001
"imports_gdp","GNQ","Equatorial Guinea","BOL",0
"imports_gdp","GNQ","Equatorial Guinea","BRB",0.002
"imports_gdp","GNQ","Equatorial Guinea","BTN",0
"imports_gdp","GNQ","Equatorial Guinea","BWA",0.003
"imports_gdp","GNQ","Equatorial Guinea","CPV",0
"imports_gdp","GNQ","Equatorial Guinea","DMA",0.024
"imports_gdp","GNQ","Equatorial Guinea","ECU",0
"imports_gdp","GNQ","Equatorial Guinea","GRD",0
"imports_gdp","GNQ","Equatorial Guinea","GUY",0
"imports_gdp","GNQ","Equatorial Guinea","IRQ",0
"imports_gdp","GNQ","Equatorial Guinea","KNA",0.076
"imports_gdp","GNQ","Equatorial Guinea","LAO",0
"imports_gdp","GNQ","Equatorial Guinea","LCA",0.005
"imports_gdp","GNQ","Equatorial Guinea","LSO",0.066
"imports_gdp","GNQ","Equatorial Guinea","MAR",0
"imports_gdp","GNQ","Equatorial Guinea","MUS",0
"imports_gdp","GNQ","Equatorial Guinea","NAM",0
"imports_gdp","GNQ","Equatorial Guinea","SWZ",0.82
"imports_gdp","GNQ","Equatorial Guinea","SYC",0
"imports_gdp","GNQ","Equatorial Guinea","TKM",0
