region,iso3c,country,variable,years_observed,non_missing,missing,missing_share,first_non_missing_year,last_non_missing_year
WAEMU,GNB,Guinea-Bissau,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
WAEMU,GNB,Guinea-Bissau,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
WAEMU,GNB,Guinea-Bissau,gdp_pc_wdi_alt,42,42,0,0,1980,2021
WAEMU,GNB,Guinea-Bissau,govt_share,42,40,2,0.047619047619047616,1980,2019
WAEMU,GNB,Guinea-Bissau,hc,42,0,42,1,NA,NA
WAEMU,GNB,Guinea-Bissau,industry,42,42,0,0,1980,2021
WAEMU,GNB,Guinea-Bissau,inflation,42,42,0,0,1980,2021
WAEMU,GNB,Guinea-Bissau,invest_share,42,40,2,0.047619047619047616,1980,2019
WAEMU,GNB,Guinea-Bissau,iso2c,42,42,0,0,1980,2021
WAEMU,GNB,Guinea-Bissau,labour,42,40,2,0.047619047619047616,1980,2019
WAEMU,GNB,Guinea-Bissau,oda,42,32,10,0.23809523809523808,1980,2011
WAEMU,GNB,Guinea-Bissau,polity2,42,39,3,0.07142857142857142,1980,2018
WAEMU,GNB,Guinea-Bissau,pop,42,40,2,0.047619047619047616,1980,2019
WAEMU,GNB,Guinea-Bissau,rgdpo,42,40,2,0.047619047619047616,1980,2019
WAEMU,MLI,Mali,agriculture,42,42,0,0,1980,2021
WAEMU,MLI,Mali,alt_inflation,42,33,9,0.21428571428571427,1989,2021
WAEMU,MLI,Mali,cgdpo,42,40,2,0.047619047619047616,1980,2019
WAEMU,MLI,Mali,csh_g,42,40,2,0.047619047619047616,1980,2019
WAEMU,MLI,Mali,csh_i,42,40,2,0.047619047619047616,1980,2019
WAEMU,MLI,Mali,emp,42,40,2,0.047619047619047616,1980,2019
WAEMU,MLI,Mali,fdi,42,42,0,0,1980,2021
WAEMU,MLI,Mali,gdp_pc,42,40,2,0.047619047619047616,1980,2019
WAEMU,MLI,Mali,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
WAEMU,MLI,Mali,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
WAEMU,MLI,Mali,gdp_pc_wdi_alt,42,42,0,0,1980,2021
WAEMU,MLI,Mali,govt_share,42,40,2,0.047619047619047616,1980,2019
WAEMU,MLI,Mali,hc,42,40,2,0.047619047619047616,1980,2019
WAEMU,MLI,Mali,industry,42,42,0,0,1980,2021
WAEMU,MLI,Mali,inflation,42,42,0,0,1980,2021
WAEMU,MLI,Mali,invest_share,42,40,2,0.047619047619047616,1980,2019
WAEMU,MLI,Mali,iso2c,42,42,0,0,1980,2021
WAEMU,MLI,Mali,labour,42,40,2,0.047619047619047616,1980,2019
WAEMU,MLI,Mali,oda,42,32,10,0.23809523809523808,1980,2011
WAEMU,MLI,Mali,polity2,42,39,3,0.07142857142857142,1980,2018
WAEMU,MLI,Mali,pop,42,40,2,0.047619047619047616,1980,2019
WAEMU,MLI,Mali,rgdpo,42,40,2,0.047619047619047616,1980,2019
WAEMU,NER,Niger,agriculture,42,42,0,0,1980,2021
WAEMU,NER,Niger,alt_inflation,42,42,0,0,1980,2021
WAEMU,NER,Niger,cgdpo,42,40,2,0.047619047619047616,1980,2019
WAEMU,NER,Niger,csh_g,42,40,2,0.047619047619047616,1980,2019
WAEMU,NER,Niger,csh_i,42,40,2,0.047619047619047616,1980,2019
WAEMU,NER,Niger,emp,42,40,2,0.047619047619047616,1980,2019
WAEMU,NER,Niger,fdi,42,42,0,0,1980,2021
WAEMU,NER,Niger,gdp_pc,42,40,2,0.047619047619047616,1980,2019
WAEMU,NER,Niger,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
WAEMU,NER,Niger,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
WAEMU,NER,Niger,gdp_pc_wdi_alt,42,42,0,0,1980,2021
WAEMU,NER,Niger,govt_share,42,40,2,0.047619047619047616,1980,2019
WAEMU,NER,Niger,hc,42,40,2,0.047619047619047616,1980,2019
WAEMU,NER,Niger,industry,42,42,0,0,1980,2021
WAEMU,NER,Niger,inflation,42,42,0,0,1980,2021
WAEMU,NER,Niger,invest_share,42,40,2,0.047619047619047616,1980,2019
WAEMU,NER,Niger,iso2c,42,42,0,0,1980,2021
WAEMU,NER,Niger,labour,42,40,2,0.047619047619047616,1980,2019
WAEMU,NER,Niger,oda,42,32,10,0.23809523809523808,1980,2011
WAEMU,NER,Niger,polity2,42,39,3,0.07142857142857142,1980,2018
WAEMU,NER,Niger,pop,42,40,2,0.047619047619047616,1980,2019
WAEMU,NER,Niger,rgdpo,42,40,2,0.047619047619047616,1980,2019
WAEMU,SEN,Senegal,agriculture,42,42,0,0,1980,2021
WAEMU,SEN,Senegal,alt_inflation,42,42,0,0,1980,2021
WAEMU,SEN,Senegal,cgdpo,42,40,2,0.047619047619047616,1980,2019
WAEMU,SEN,Senegal,csh_g,42,40,2,0.047619047619047616,1980,2019
WAEMU,SEN,Senegal,csh_i,42,40,2,0.047619047619047616,1980,2019
WAEMU,SEN,Senegal,emp,42,40,2,0.047619047619047616,1980,2019
WAEMU,SEN,Senegal,fdi,42,42,0,0,1980,2021
WAEMU,SEN,Senegal,gdp_pc,42,40,2,0.047619047619047616,1980,2019
WAEMU,SEN,Senegal,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
WAEMU,SEN,Senegal,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
WAEMU,SEN,Senegal,gdp_pc_wdi_alt,42,42,0,0,1980,2021
WAEMU,SEN,Senegal,govt_share,42,40,2,0.047619047619047616,1980,2019
WAEMU,SEN,Senegal,hc,42,40,2,0.047619047619047616,1980,2019
WAEMU,SEN,Senegal,industry,42,42,0,0,1980,2021
WAEMU,SEN,Senegal,inflation,42,42,0,0,1980,2021
WAEMU,SEN,Senegal,invest_share,42,40,2,0.047619047619047616,1980,2019
WAEMU,SEN,Senegal,iso2c,42,42,0,0,1980,2021
WAEMU,SEN,Senegal,labour,42,40,2,0.047619047619047616,1980,2019
WAEMU,SEN,Senegal,oda,42,32,10,0.23809523809523808,1980,2011
WAEMU,SEN,Senegal,polity2,42,39,3,0.07142857142857142,1980,2018
WAEMU,SEN,Senegal,pop,42,40,2,0.047619047619047616,1980,2019
WAEMU,SEN,Senegal,rgdpo,42,40,2,0.047619047619047616,1980,2019
WAEMU,TGO,Togo,agriculture,42,42,0,0,1980,2021
WAEMU,TGO,Togo,alt_inflation,42,42,0,0,1980,2021
WAEMU,TGO,Togo,cgdpo,42,40,2,0.047619047619047616,1980,2019
WAEMU,TGO,Togo,csh_g,42,40,2,0.047619047619047616,1980,2019
WAEMU,TGO,Togo,csh_i,42,40,2,0.047619047619047616,1980,2019
WAEMU,TGO,Togo,emp,42,40,2,0.047619047619047616,1980,2019
WAEMU,TGO,Togo,fdi,42,42,0,0,1980,2021
WAEMU,TGO,Togo,gdp_pc,42,40,2,0.047619047619047616,1980,2019
WAEMU,TGO,Togo,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
WAEMU,TGO,Togo,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
WAEMU,TGO,Togo,gdp_pc_wdi_alt,42,42,0,0,1980,2021
WAEMU,TGO,Togo,govt_share,42,40,2,0.047619047619047616,1980,2019
WAEMU,TGO,Togo,hc,42,40,2,0.047619047619047616,1980,2019
WAEMU,TGO,Togo,industry,42,42,0,0,1980,2021
WAEMU,TGO,Togo,inflation,42,42,0,0,1980,2021
WAEMU,TGO,Togo,invest_share,42,40,2,0.047619047619047616,1980,2019
WAEMU,TGO,Togo,iso2c,42,42,0,0,1980,2021
WAEMU,TGO,Togo,labour,42,40,2,0.047619047619047616,1980,2019
WAEMU,TGO,Togo,oda,42,32,10,0.23809523809523808,1980,2011
WAEMU,TGO,Togo,polity2,42,39,3,0.07142857142857142,1980,2018
WAEMU,TGO,Togo,pop,42,40,2,0.047619047619047616,1980,2019
WAEMU,TGO,Togo,rgdpo,42,40,2,0.047619047619047616,1980,2019
