"w.weights","unit.names","unit.numbers"
0.784,"BDI",1
0,"BGD",4
0,"BOL",5
0,"BRB",6
0,"BTN",7
0,"BWA",8
0,"COD",12
0,"CPV",14
0.018,"DMA",15
0,"ECU",16
0,"ETH",17
0,"GRD",20
0,"KNA",21
0.146,"LAO",22
0,"LCA",23
0,"LSO",24
0,"MAR",25
0,"MDG",26
0,"MUS",28
0,"NAM",29
0,"NGA",31
0,"OMN",32
0,"PAN",33
0,"SDN",34
0,"SWZ",36
0,"SYC",37
0.05,"UGA",40
0,"ZMB",41
0,"ZWE",42
