"treated_iso3c","treated_country","placebo_iso3c","placebo_country","unit_type","pre_rmspe","post_rmspe","rmspe_ratio","avg_post_gap","avg_abs_post_gap","max_abs_post_gap"
"CAF","Central African Republic","MUS","Mauritius","placebo",191.792832333488,1342.32198173677,6.99881202756708,1076.91811737863,1133.41420494213,2353.14602672965
"CAF","Central African Republic","NAM","Namibia","placebo",235.242908540018,1035.26994331068,4.40085505546521,-735.887550225527,773.727975965693,2007.54105693469
"CAF","Central African Republic","SWZ","Eswatini","placebo",136.161862304478,553.23673860154,4.06308146229977,431.972895721378,468.638026845374,1094.17806944705
"CAF","Central African Republic","SYC","Seychelles","placebo",446.629536152991,2851.15638145745,6.38371659432932,-2186.41169996994,2370.22888321774,4956.30044011104
"CAF","Central African Republic","TKM","Turkmenistan","placebo",152.679005207649,2465.42654023288,16.1477770757008,2108.94889869579,2108.94889869579,4420.82670929479
"TCD","Chad","TCD","Chad","treated",105.816823603252,579.414406335203,5.47563597739097,-56.7130423989059,471.344160542821,1267.38619898377
"TCD","Chad","BGD","Bangladesh","placebo",87.6420264314049,361.639428742368,4.12632436135435,-90.7564459587397,323.669785427586,731.549793614739
"TCD","Chad","BOL","Bolivia","placebo",82.8480566614441,590.460786903873,7.12703243380556,-504.849413115186,508.090373635701,951.981836388016
"TCD","Chad","BRB","Barbados","placebo",2296.76204310156,2109.17779380199,0.91832665039768,1214.53600113918,1812.8757233357,4319.00756311255
"TCD","Chad","BTN","Bhutan","placebo",50.7050617857383,864.180831810963,17.0432852535056,803.803321788127,803.803321788127,1312.43254055126
"TCD","Chad","BWA","Botswana","placebo",214.434848300428,1615.69946632825,7.53468701162144,-1231.82860330304,1364.24017744085,2808.07071224032
"TCD","Chad","CPV","Cabo Verde","placebo",65.4845934754374,981.628981754137,14.9902279247154,838.874847334183,838.874847334183,1706.41818849846
"TCD","Chad","DMA","Dominica","placebo",94.0249136789796,2104.85233854563,22.3861129586572,-1796.74963752701,1796.74963752701,3945.42366314799
"TCD","Chad","ECU","Ecuador","placebo",311.486629132177,1007.02473612791,3.23296296516338,686.182192490243,772.185148089162,1860.43208207998
"TCD","Chad","GRD","Grenada","placebo",193.547745324649,861.099406054389,4.44902835013663,-484.45187803004,676.188992867118,1650.46463750574
"TCD","Chad","GUY","Guyana","placebo",79.4521292042803,1930.20446674418,24.2939300189351,1630.15610601007,1730.97290161337,2590.13699026071
"TCD","Chad","IRQ","Iraq","placebo",2292.54859292479,1040.27013136066,0.453761431522592,-393.41242934513,852.52933611858,1990.08523960247
"TCD","Chad","KNA","St. Kitts and Nevis","placebo",675.858043637658,4266.60719373279,6.3128747728868,3730.01880877839,3732.06567705501,6755.99629557831
"TCD","Chad","LAO","Lao PDR","placebo",167.136887246894,417.108810311587,2.49561193332167,-396.471536117981,396.471536117981,571.738243106808
"TCD","Chad","LCA","St. Lucia","placebo",273.771466437283,2648.02986551069,9.67240998476118,-2439.35829675008,2439.35829675008,3636.71312793198
"TCD","Chad","LSO","Lesotho","placebo",84.3178608148412,756.56728019815,8.97279974713238,-567.758305882979,575.995686694812,1631.96275961713
"TCD","Chad","MAR","Morocco","placebo",75.6123658071014,402.143130745013,5.31848364288642,-262.369684711229,331.536356897889,718.666359290326
"TCD","Chad","MUS","Mauritius","placebo",191.792832333488,1342.32198173677,6.99881202756708,1076.91811737863,1133.41420494213,2353.14602672965
"TCD","Chad","NAM","Namibia","placebo",235.242908540018,1035.26994331068,4.40085505546521,-735.887550225527,773.727975965693,2007.54105693469
"TCD","Chad","SWZ","Eswatini","placebo",136.161862304478,553.23673860154,4.06308146229977,431.972895721378,468.638026845374,1094.17806944705
"TCD","Chad","SYC","Seychelles","placebo",446.629536152991,2851.15638145745,6.38371659432932,-2186.41169996994,2370.22888321774,4956.30044011104
"TCD","Chad","TKM","Turkmenistan","placebo",152.679005207649,2465.42654023288,16.1477770757008,2108.94889869579,2108.94889869579,4420.82670929479
"COG","Republic of Congo","COG","Republic of Congo","treated",206.553166190062,483.568012082529,2.34113095917188,214.589461720592,387.010447483756,963.763985065879
"COG","Republic of Congo","BGD","Bangladesh","placebo",87.6420264314049,361.639428742368,4.12632436135435,-90.7564459587397,323.669785427586,731.549793614739
"COG","Republic of Congo","BOL","Bolivia","placebo",82.8480566614441,590.460786903873,7.12703243380556,-504.849413115186,508.090373635701,951.981836388016
"COG","Republic of Congo","BRB","Barbados","placebo",2296.76204310156,2109.17779380199,0.91832665039768,1214.53600113918,1812.8757233357,4319.00756311255
"COG","Republic of Congo","BTN","Bhutan","placebo",50.7050617857383,864.180831810963,17.0432852535056,803.803321788127,803.803321788127,1312.43254055126
"COG","Republic of Congo","BWA","Botswana","placebo",214.434848300428,1615.69946632825,7.53468701162144,-1231.82860330304,1364.24017744085,2808.07071224032
"COG","Republic of Congo","CPV","Cabo Verde","placebo",65.4845934754374,981.628981754137,14.9902279247154,838.874847334183,838.874847334183,1706.41818849846
"COG","Republic of Congo","DMA","Dominica","placebo",94.0249136789796,2104.85233854563,22.3861129586572,-1796.74963752701,1796.74963752701,3945.42366314799
"COG","Republic of Congo","ECU","Ecuador","placebo",311.486629132177,1007.02473612791,3.23296296516338,686.182192490243,772.185148089162,1860.43208207998
"COG","Republic of Congo","GRD","Grenada","placebo",193.547745324649,861.099406054389,4.44902835013663,-484.45187803004,676.188992867118,1650.46463750574
"COG","Republic of Congo","GUY","Guyana","placebo",79.4521292042803,1930.20446674418,24.2939300189351,1630.15610601007,1730.97290161337,2590.13699026071
"COG","Republic of Congo","IRQ","Iraq","placebo",2292.54859292479,1040.27013136066,0.453761431522592,-393.41242934513,852.52933611858,1990.08523960247
"COG","Republic of Congo","KNA","St. Kitts and Nevis","placebo",675.858043637658,4266.60719373279,6.3128747728868,3730.01880877839,3732.06567705501,6755.99629557831
"COG","Republic of Congo","LAO","Lao PDR","placebo",167.136887246894,417.108810311587,2.49561193332167,-396.471536117981,396.471536117981,571.738243106808
"COG","Republic of Congo","LCA","St. Lucia","placebo",273.771466437283,2648.02986551069,9.67240998476118,-2439.35829675008,2439.35829675008,3636.71312793198
"COG","Republic of Congo","LSO","Lesotho","placebo",84.3178608148412,756.56728019815,8.97279974713238,-567.758305882979,575.995686694812,1631.96275961713
"COG","Republic of Congo","MAR","Morocco","placebo",75.6123658071014,402.143130745013,5.31848364288642,-262.369684711229,331.536356897889,718.666359290326
"COG","Republic of Congo","MUS","Mauritius","placebo",191.792832333488,1342.32198173677,6.99881202756708,1076.91811737863,1133.41420494213,2353.14602672965
"COG","Republic of Congo","NAM","Namibia","placebo",235.242908540018,1035.26994331068,4.40085505546521,-735.887550225527,773.727975965693,2007.54105693469
"COG","Republic of Congo","SWZ","Eswatini","placebo",136.161862304478,553.23673860154,4.06308146229977,431.972895721378,468.638026845374,1094.17806944705
"COG","Republic of Congo","SYC","Seychelles","placebo",446.629536152991,2851.15638145745,6.38371659432932,-2186.41169996994,2370.22888321774,4956.30044011104
"COG","Republic of Congo","TKM","Turkmenistan","placebo",152.679005207649,2465.42654023288,16.1477770757008,2108.94889869579,2108.94889869579,4420.82670929479
"GAB","Gabon","GAB","Gabon","treated",1129.64347969697,1991.10622030612,1.76259701055438,-1573.66917347416,1662.04391435269,3445.20118001169
"GAB","Gabon","BGD","Bangladesh","placebo",87.6420264314049,361.639428742368,4.12632436135435,-90.7564459587397,323.669785427586,731.549793614739
"GAB","Gabon","BOL","Bolivia","placebo",82.8480566614441,590.460786903873,7.12703243380556,-504.849413115186,508.090373635701,951.981836388016
"GAB","Gabon","BRB","Barbados","placebo",2296.76204310156,2109.17779380199,0.91832665039768,1214.53600113918,1812.8757233357,4319.00756311255
"GAB","Gabon","BTN","Bhutan","placebo",50.7050617857383,864.180831810963,17.0432852535056,803.803321788127,803.803321788127,1312.43254055126
"GAB","Gabon","BWA","Botswana","placebo",214.434848300428,1615.69946632825,7.53468701162144,-1231.82860330304,1364.24017744085,2808.07071224032
"GAB","Gabon","CPV","Cabo Verde","placebo",65.4845934754374,981.628981754137,14.9902279247154,838.874847334183,838.874847334183,1706.41818849846
"GAB","Gabon","DMA","Dominica","placebo",94.0249136789796,2104.85233854563,22.3861129586572,-1796.74963752701,1796.74963752701,3945.42366314799
"GAB","Gabon","ECU","Ecuador","placebo",311.486629132177,1007.02473612791,3.23296296516338,686.182192490243,772.185148089162,1860.43208207998
"GAB","Gabon","GRD","Grenada","placebo",193.547745324649,861.099406054389,4.44902835013663,-484.45187803004,676.188992867118,1650.46463750574
"GAB","Gabon","GUY","Guyana","placebo",79.4521292042803,1930.20446674418,24.2939300189351,1630.15610601007,1730.97290161337,2590.13699026071
"GAB","Gabon","IRQ","Iraq","placebo",2292.54859292479,1040.27013136066,0.453761431522592,-393.41242934513,852.52933611858,1990.08523960247
"GAB","Gabon","KNA","St. Kitts and Nevis","placebo",675.858043637658,4266.60719373279,6.3128747728868,3730.01880877839,3732.06567705501,6755.99629557831
"GAB","Gabon","LAO","Lao PDR","placebo",167.136887246894,417.108810311587,2.49561193332167,-396.471536117981,396.471536117981,571.738243106808
"GAB","Gabon","LCA","St. Lucia","placebo",273.771466437283,2648.02986551069,9.67240998476118,-2439.35829675008,2439.35829675008,3636.71312793198
"GAB","Gabon","LSO","Lesotho","placebo",84.3178608148412,756.56728019815,8.97279974713238,-567.758305882979,575.995686694812,1631.96275961713
"GAB","Gabon","MAR","Morocco","placebo",75.6123658071014,402.143130745013,5.31848364288642,-262.369684711229,331.536356897889,718.666359290326
"GAB","Gabon","MUS","Mauritius","placebo",191.792832333488,1342.32198173677,6.99881202756708,1076.91811737863,1133.41420494213,2353.14602672965
"GAB","Gabon","NAM","Namibia","placebo",235.242908540018,1035.26994331068,4.40085505546521,-735.887550225527,773.727975965693,2007.54105693469
"GAB","Gabon","SWZ","Eswatini","placebo",136.161862304478,553.23673860154,4.06308146229977,431.972895721378,468.638026845374,1094.17806944705
"GAB","Gabon","SYC","Seychelles","placebo",446.629536152991,2851.15638145745,6.38371659432932,-2186.41169996994,2370.22888321774,4956.30044011104
"GAB","Gabon","TKM","Turkmenistan","placebo",152.679005207649,2465.42654023288,16.1477770757008,2108.94889869579,2108.94889869579,4420.82670929479
"GNQ","Equatorial Guinea","GNQ","Equatorial Guinea","treated",342.458132602704,9558.35302373046,27.9110119274621,8322.48599677412,8322.48599677412,16231.4343996646
"GNQ","Equatorial Guinea","BGD","Bangladesh","placebo",87.6420264314049,361.639428742368,4.12632436135435,-90.7564459587397,323.669785427586,731.549793614739
"GNQ","Equatorial Guinea","BOL","Bolivia","placebo",82.8480566614441,590.460786903873,7.12703243380556,-504.849413115186,508.090373635701,951.981836388016
"GNQ","Equatorial Guinea","BRB","Barbados","placebo",2296.76204310156,2109.17779380199,0.91832665039768,1214.53600113918,1812.8757233357,4319.00756311255
"GNQ","Equatorial Guinea","BTN","Bhutan","placebo",50.7050617857383,864.180831810963,17.0432852535056,803.803321788127,803.803321788127,1312.43254055126
"GNQ","Equatorial Guinea","BWA","Botswana","placebo",214.434848300428,1615.69946632825,7.53468701162144,-1231.82860330304,1364.24017744085,2808.07071224032
"GNQ","Equatorial Guinea","CPV","Cabo Verde","placebo",65.4845934754374,981.628981754137,14.9902279247154,838.874847334183,838.874847334183,1706.41818849846
"GNQ","Equatorial Guinea","DMA","Dominica","placebo",94.0249136789796,2104.85233854563,22.3861129586572,-1796.74963752701,1796.74963752701,3945.42366314799
"GNQ","Equatorial Guinea","ECU","Ecuador","placebo",311.486629132177,1007.02473612791,3.23296296516338,686.182192490243,772.185148089162,1860.43208207998
"GNQ","Equatorial Guinea","GRD","Grenada","placebo",193.547745324649,861.099406054389,4.44902835013663,-484.45187803004,676.188992867118,1650.46463750574
"GNQ","Equatorial Guinea","GUY","Guyana","placebo",79.4521292042803,1930.20446674418,24.2939300189351,1630.15610601007,1730.97290161337,2590.13699026071
"GNQ","Equatorial Guinea","IRQ","Iraq","placebo",2292.54859292479,1040.27013136066,0.453761431522592,-393.41242934513,852.52933611858,1990.08523960247
"GNQ","Equatorial Guinea","KNA","St. Kitts and Nevis","placebo",675.858043637658,4266.60719373279,6.3128747728868,3730.01880877839,3732.06567705501,6755.99629557831
"GNQ","Equatorial Guinea","LAO","Lao PDR","placebo",167.136887246894,417.108810311587,2.49561193332167,-396.471536117981,396.471536117981,571.738243106808
"GNQ","Equatorial Guinea","LCA","St. Lucia","placebo",273.771466437283,2648.02986551069,9.67240998476118,-2439.35829675008,2439.35829675008,3636.71312793198
"GNQ","Equatorial Guinea","LSO","Lesotho","placebo",84.3178608148412,756.56728019815,8.97279974713238,-567.758305882979,575.995686694812,1631.96275961713
"GNQ","Equatorial Guinea","MAR","Morocco","placebo",75.6123658071014,402.143130745013,5.31848364288642,-262.369684711229,331.536356897889,718.666359290326
"GNQ","Equatorial Guinea","MUS","Mauritius","placebo",191.792832333488,1342.32198173677,6.99881202756708,1076.91811737863,1133.41420494213,2353.14602672965
"GNQ","Equatorial Guinea","NAM","Namibia","placebo",235.242908540018,1035.26994331068,4.40085505546521,-735.887550225527,773.727975965693,2007.54105693469
"GNQ","Equatorial Guinea","SWZ","Eswatini","placebo",136.161862304478,553.23673860154,4.06308146229977,431.972895721378,468.638026845374,1094.17806944705
"GNQ","Equatorial Guinea","SYC","Seychelles","placebo",446.629536152991,2851.15638145745,6.38371659432932,-2186.41169996994,2370.22888321774,4956.30044011104
"GNQ","Equatorial Guinea","TKM","Turkmenistan","placebo",152.679005207649,2465.42654023288,16.1477770757008,2108.94889869579,2108.94889869579,4420.82670929479
