"treated_iso3c","treated_country","placebo_iso3c","placebo_country","unit_type","pre_rmspe","post_rmspe","rmspe_ratio","avg_post_gap","avg_abs_post_gap","max_abs_post_gap"
"BFA","Burkina Faso","BRB","Barbados","placebo",2296.76204310156,2109.17779380199,0.91832665039768,1214.53600113918,1812.8757233357,4319.00756311255
"BFA","Burkina Faso","BTN","Bhutan","placebo",50.7050617857383,864.180831810963,17.0432852535056,803.803321788127,803.803321788127,1312.43254055126
"BFA","Burkina Faso","BWA","Botswana","placebo",214.434848300428,1615.69946632825,7.53468701162144,-1231.82860330304,1364.24017744085,2808.07071224032
"BFA","Burkina Faso","CPV","Cabo Verde","placebo",65.4845934754374,981.628981754137,14.9902279247154,838.874847334183,838.874847334183,1706.41818849846
"BFA","Burkina Faso","DMA","Dominica","placebo",94.0249136789796,2104.85233854563,22.3861129586572,-1796.74963752701,1796.74963752701,3945.42366314799
"BFA","Burkina Faso","ECU","Ecuador","placebo",311.486629132177,1007.02473612791,3.23296296516338,686.182192490243,772.185148089162,1860.43208207998
"BFA","Burkina Faso","GRD","Grenada","placebo",193.547745324649,861.099406054389,4.44902835013663,-484.45187803004,676.188992867118,1650.46463750574
"BFA","Burkina Faso","GUY","Guyana","placebo",79.4521292042803,1930.20446674418,24.2939300189351,1630.15610601007,1730.97290161337,2590.13699026071
"BFA","Burkina Faso","IRQ","Iraq","placebo",2292.54859292479,1040.27013136066,0.453761431522592,-393.41242934513,852.52933611858,1990.08523960247
"BFA","Burkina Faso","KNA","St. Kitts and Nevis","placebo",675.858043637658,4266.60719373279,6.3128747728868,3730.01880877839,3732.06567705501,6755.99629557831
"BFA","Burkina Faso","LAO","Lao PDR","placebo",167.136887246894,417.108810311587,2.49561193332167,-396.471536117981,396.471536117981,571.738243106808
"BFA","Burkina Faso","LCA","St. Lucia","placebo",273.771466437283,2648.02986551069,9.67240998476118,-2439.35829675008,2439.35829675008,3636.71312793198
"BFA","Burkina Faso","LSO","Lesotho","placebo",84.3178608148412,756.56728019815,8.97279974713238,-567.758305882979,575.995686694812,1631.96275961713
"BFA","Burkina Faso","MAR","Morocco","placebo",75.6123658071014,402.143130745013,5.31848364288642,-262.369684711229,331.536356897889,718.666359290326
"BFA","Burkina Faso","MUS","Mauritius","placebo",191.792832333488,1342.32198173677,6.99881202756708,1076.91811737863,1133.41420494213,2353.14602672965
"BFA","Burkina Faso","NAM","Namibia","placebo",235.242908540018,1035.26994331068,4.40085505546521,-735.887550225527,773.727975965693,2007.54105693469
"BFA","Burkina Faso","SWZ","Eswatini","placebo",136.161862304478,553.23673860154,4.06308146229977,431.972895721378,468.638026845374,1094.17806944705
"BFA","Burkina Faso","SYC","Seychelles","placebo",446.629536152991,2851.15638145745,6.38371659432932,-2186.41169996994,2370.22888321774,4956.30044011104
"BFA","Burkina Faso","TKM","Turkmenistan","placebo",152.679005207649,2465.42654023288,16.1477770757008,2108.94889869579,2108.94889869579,4420.82670929479
"CIV","Côte d'Ivoire","CIV","Côte d'Ivoire","treated",132.246119974343,827.723633676579,6.25896346779144,-715.737589258537,715.737589258537,1267.33038853038
"CIV","Côte d'Ivoire","BGD","Bangladesh","placebo",87.6420264314049,361.639428742368,4.12632436135435,-90.7564459587397,323.669785427586,731.549793614739
"CIV","Côte d'Ivoire","BOL","Bolivia","placebo",82.8480566614441,590.460786903873,7.12703243380556,-504.849413115186,508.090373635701,951.981836388016
"CIV","Côte d'Ivoire","BRB","Barbados","placebo",2296.76204310156,2109.17779380199,0.91832665039768,1214.53600113918,1812.8757233357,4319.00756311255
"CIV","Côte d'Ivoire","BTN","Bhutan","placebo",50.7050617857383,864.180831810963,17.0432852535056,803.803321788127,803.803321788127,1312.43254055126
"CIV","Côte d'Ivoire","BWA","Botswana","placebo",214.434848300428,1615.69946632825,7.53468701162144,-1231.82860330304,1364.24017744085,2808.07071224032
"CIV","Côte d'Ivoire","CPV","Cabo Verde","placebo",65.4845934754374,981.628981754137,14.9902279247154,838.874847334183,838.874847334183,1706.41818849846
"CIV","Côte d'Ivoire","DMA","Dominica","placebo",94.0249136789796,2104.85233854563,22.3861129586572,-1796.74963752701,1796.74963752701,3945.42366314799
"CIV","Côte d'Ivoire","ECU","Ecuador","placebo",311.486629132177,1007.02473612791,3.23296296516338,686.182192490243,772.185148089162,1860.43208207998
"CIV","Côte d'Ivoire","GRD","Grenada","placebo",193.547745324649,861.099406054389,4.44902835013663,-484.45187803004,676.188992867118,1650.46463750574
"CIV","Côte d'Ivoire","GUY","Guyana","placebo",79.4521292042803,1930.20446674418,24.2939300189351,1630.15610601007,1730.97290161337,2590.13699026071
"CIV","Côte d'Ivoire","IRQ","Iraq","placebo",2292.54859292479,1040.27013136066,0.453761431522592,-393.41242934513,852.52933611858,1990.08523960247
"CIV","Côte d'Ivoire","KNA","St. Kitts and Nevis","placebo",675.858043637658,4266.60719373279,6.3128747728868,3730.01880877839,3732.06567705501,6755.99629557831
"CIV","Côte d'Ivoire","LAO","Lao PDR","placebo",167.136887246894,417.108810311587,2.49561193332167,-396.471536117981,396.471536117981,571.738243106808
"CIV","Côte d'Ivoire","LCA","St. Lucia","placebo",273.771466437283,2648.02986551069,9.67240998476118,-2439.35829675008,2439.35829675008,3636.71312793198
"CIV","Côte d'Ivoire","LSO","Lesotho","placebo",84.3178608148412,756.56728019815,8.97279974713238,-567.758305882979,575.995686694812,1631.96275961713
"CIV","Côte d'Ivoire","MAR","Morocco","placebo",75.6123658071014,402.143130745013,5.31848364288642,-262.369684711229,331.536356897889,718.666359290326
"CIV","Côte d'Ivoire","MUS","Mauritius","placebo",191.792832333488,1342.32198173677,6.99881202756708,1076.91811737863,1133.41420494213,2353.14602672965
"CIV","Côte d'Ivoire","NAM","Namibia","placebo",235.242908540018,1035.26994331068,4.40085505546521,-735.887550225527,773.727975965693,2007.54105693469
"CIV","Côte d'Ivoire","SWZ","Eswatini","placebo",136.161862304478,553.23673860154,4.06308146229977,431.972895721378,468.638026845374,1094.17806944705
"CIV","Côte d'Ivoire","SYC","Seychelles","placebo",446.629536152991,2851.15638145745,6.38371659432932,-2186.41169996994,2370.22888321774,4956.30044011104
"CIV","Côte d'Ivoire","TKM","Turkmenistan","placebo",152.679005207649,2465.42654023288,16.1477770757008,2108.94889869579,2108.94889869579,4420.82670929479
"MLI","Mali","MLI","Mali","treated",60.1701046319783,493.039540418232,8.19409478234808,-248.982070387407,297.21681815516,1206.7562495624
"MLI","Mali","BGD","Bangladesh","placebo",87.6420264314049,361.639428742368,4.12632436135435,-90.7564459587397,323.669785427586,731.549793614739
"MLI","Mali","BOL","Bolivia","placebo",82.8480566614441,590.460786903873,7.12703243380556,-504.849413115186,508.090373635701,951.981836388016
"MLI","Mali","BRB","Barbados","placebo",2296.76204310156,2109.17779380199,0.91832665039768,1214.53600113918,1812.8757233357,4319.00756311255
"MLI","Mali","BTN","Bhutan","placebo",50.7050617857383,864.180831810963,17.0432852535056,803.803321788127,803.803321788127,1312.43254055126
"MLI","Mali","BWA","Botswana","placebo",214.434848300428,1615.69946632825,7.53468701162144,-1231.82860330304,1364.24017744085,2808.07071224032
"MLI","Mali","CPV","Cabo Verde","placebo",65.4845934754374,981.628981754137,14.9902279247154,838.874847334183,838.874847334183,1706.41818849846
"MLI","Mali","DMA","Dominica","placebo",94.0249136789796,2104.85233854563,22.3861129586572,-1796.74963752701,1796.74963752701,3945.42366314799
"MLI","Mali","ECU","Ecuador","placebo",311.486629132177,1007.02473612791,3.23296296516338,686.182192490243,772.185148089162,1860.43208207998
"MLI","Mali","GRD","Grenada","placebo",193.547745324649,861.099406054389,4.44902835013663,-484.45187803004,676.188992867118,1650.46463750574
"MLI","Mali","GUY","Guyana","placebo",79.4521292042803,1930.20446674418,24.2939300189351,1630.15610601007,1730.97290161337,2590.13699026071
"MLI","Mali","IRQ","Iraq","placebo",2292.54859292479,1040.27013136066,0.453761431522592,-393.41242934513,852.52933611858,1990.08523960247
"MLI","Mali","KNA","St. Kitts and Nevis","placebo",675.858043637658,4266.60719373279,6.3128747728868,3730.01880877839,3732.06567705501,6755.99629557831
"MLI","Mali","LAO","Lao PDR","placebo",167.136887246894,417.108810311587,2.49561193332167,-396.471536117981,396.471536117981,571.738243106808
"MLI","Mali","LCA","St. Lucia","placebo",273.771466437283,2648.02986551069,9.67240998476118,-2439.35829675008,2439.35829675008,3636.71312793198
"MLI","Mali","LSO","Lesotho","placebo",84.3178608148412,756.56728019815,8.97279974713238,-567.758305882979,575.995686694812,1631.96275961713
"MLI","Mali","MAR","Morocco","placebo",75.6123658071014,402.143130745013,5.31848364288642,-262.369684711229,331.536356897889,718.666359290326
"MLI","Mali","MUS","Mauritius","placebo",191.792832333488,1342.32198173677,6.99881202756708,1076.91811737863,1133.41420494213,2353.14602672965
"MLI","Mali","NAM","Namibia","placebo",235.242908540018,1035.26994331068,4.40085505546521,-735.887550225527,773.727975965693,2007.54105693469
"MLI","Mali","SWZ","Eswatini","placebo",136.161862304478,553.23673860154,4.06308146229977,431.972895721378,468.638026845374,1094.17806944705
"MLI","Mali","SYC","Seychelles","placebo",446.629536152991,2851.15638145745,6.38371659432932,-2186.41169996994,2370.22888321774,4956.30044011104
"MLI","Mali","TKM","Turkmenistan","placebo",152.679005207649,2465.42654023288,16.1477770757008,2108.94889869579,2108.94889869579,4420.82670929479
"NER","Niger","NER","Niger","treated",104.485193959682,822.98443616316,7.87656513783886,-635.917462142168,635.917462142168,1704.09127764252
"NER","Niger","BGD","Bangladesh","placebo",87.6420264314049,361.639428742368,4.12632436135435,-90.7564459587397,323.669785427586,731.549793614739
"NER","Niger","BOL","Bolivia","placebo",82.8480566614441,590.460786903873,7.12703243380556,-504.849413115186,508.090373635701,951.981836388016
"NER","Niger","BRB","Barbados","placebo",2296.76204310156,2109.17779380199,0.91832665039768,1214.53600113918,1812.8757233357,4319.00756311255
"NER","Niger","BTN","Bhutan","placebo",50.7050617857383,864.180831810963,17.0432852535056,803.803321788127,803.803321788127,1312.43254055126
"NER","Niger","BWA","Botswana","placebo",214.434848300428,1615.69946632825,7.53468701162144,-1231.82860330304,1364.24017744085,2808.07071224032
"NER","Niger","CPV","Cabo Verde","placebo",65.4845934754374,981.628981754137,14.9902279247154,838.874847334183,838.874847334183,1706.41818849846
"NER","Niger","DMA","Dominica","placebo",94.0249136789796,2104.85233854563,22.3861129586572,-1796.74963752701,1796.74963752701,3945.42366314799
"NER","Niger","ECU","Ecuador","placebo",311.486629132177,1007.02473612791,3.23296296516338,686.182192490243,772.185148089162,1860.43208207998
"NER","Niger","GRD","Grenada","placebo",193.547745324649,861.099406054389,4.44902835013663,-484.45187803004,676.188992867118,1650.46463750574
"NER","Niger","GUY","Guyana","placebo",79.4521292042803,1930.20446674418,24.2939300189351,1630.15610601007,1730.97290161337,2590.13699026071
"NER","Niger","IRQ","Iraq","placebo",2292.54859292479,1040.27013136066,0.453761431522592,-393.41242934513,852.52933611858,1990.08523960247
"NER","Niger","KNA","St. Kitts and Nevis","placebo",675.858043637658,4266.60719373279,6.3128747728868,3730.01880877839,3732.06567705501,6755.99629557831
"NER","Niger","LAO","Lao PDR","placebo",167.136887246894,417.108810311587,2.49561193332167,-396.471536117981,396.471536117981,571.738243106808
"NER","Niger","LCA","St. Lucia","placebo",273.771466437283,2648.02986551069,9.67240998476118,-2439.35829675008,2439.35829675008,3636.71312793198
"NER","Niger","LSO","Lesotho","placebo",84.3178608148412,756.56728019815,8.97279974713238,-567.758305882979,575.995686694812,1631.96275961713
"NER","Niger","MAR","Morocco","placebo",75.6123658071014,402.143130745013,5.31848364288642,-262.369684711229,331.536356897889,718.666359290326
"NER","Niger","MUS","Mauritius","placebo",191.792832333488,1342.32198173677,6.99881202756708,1076.91811737863,1133.41420494213,2353.14602672965
"NER","Niger","NAM","Namibia","placebo",235.242908540018,1035.26994331068,4.40085505546521,-735.887550225527,773.727975965693,2007.54105693469
"NER","Niger","SWZ","Eswatini","placebo",136.161862304478,553.23673860154,4.06308146229977,431.972895721378,468.638026845374,1094.17806944705
"NER","Niger","SYC","Seychelles","placebo",446.629536152991,2851.15638145745,6.38371659432932,-2186.41169996994,2370.22888321774,4956.30044011104
"NER","Niger","TKM","Turkmenistan","placebo",152.679005207649,2465.42654023288,16.1477770757008,2108.94889869579,2108.94889869579,4420.82670929479
"SEN","Senegal","SEN","Senegal","treated",160.057231239413,571.718234665852,3.57196129308695,-460.841932015491,464.991607651102,960.675685327946
"SEN","Senegal","BGD","Bangladesh","placebo",87.6420264314049,361.639428742368,4.12632436135435,-90.7564459587397,323.669785427586,731.549793614739
"SEN","Senegal","BOL","Bolivia","placebo",82.8480566614441,590.460786903873,7.12703243380556,-504.849413115186,508.090373635701,951.981836388016
"SEN","Senegal","BRB","Barbados","placebo",2296.76204310156,2109.17779380199,0.91832665039768,1214.53600113918,1812.8757233357,4319.00756311255
"SEN","Senegal","BTN","Bhutan","placebo",50.7050617857383,864.180831810963,17.0432852535056,803.803321788127,803.803321788127,1312.43254055126
"SEN","Senegal","BWA","Botswana","placebo",214.434848300428,1615.69946632825,7.53468701162144,-1231.82860330304,1364.24017744085,2808.07071224032
"SEN","Senegal","CPV","Cabo Verde","placebo",65.4845934754374,981.628981754137,14.9902279247154,838.874847334183,838.874847334183,1706.41818849846
"SEN","Senegal","DMA","Dominica","placebo",94.0249136789796,2104.85233854563,22.3861129586572,-1796.74963752701,1796.74963752701,3945.42366314799
"SEN","Senegal","ECU","Ecuador","placebo",311.486629132177,1007.02473612791,3.23296296516338,686.182192490243,772.185148089162,1860.43208207998
"SEN","Senegal","GRD","Grenada","placebo",193.547745324649,861.099406054389,4.44902835013663,-484.45187803004,676.188992867118,1650.46463750574
"SEN","Senegal","GUY","Guyana","placebo",79.4521292042803,1930.20446674418,24.2939300189351,1630.15610601007,1730.97290161337,2590.13699026071
"SEN","Senegal","IRQ","Iraq","placebo",2292.54859292479,1040.27013136066,0.453761431522592,-393.41242934513,852.52933611858,1990.08523960247
"SEN","Senegal","KNA","St. Kitts and Nevis","placebo",675.858043637658,4266.60719373279,6.3128747728868,3730.01880877839,3732.06567705501,6755.99629557831
"SEN","Senegal","LAO","Lao PDR","placebo",167.136887246894,417.108810311587,2.49561193332167,-396.471536117981,396.471536117981,571.738243106808
"SEN","Senegal","LCA","St. Lucia","placebo",273.771466437283,2648.02986551069,9.67240998476118,-2439.35829675008,2439.35829675008,3636.71312793198
"SEN","Senegal","LSO","Lesotho","placebo",84.3178608148412,756.56728019815,8.97279974713238,-567.758305882979,575.995686694812,1631.96275961713
"SEN","Senegal","MAR","Morocco","placebo",75.6123658071014,402.143130745013,5.31848364288642,-262.369684711229,331.536356897889,718.666359290326
"SEN","Senegal","MUS","Mauritius","placebo",191.792832333488,1342.32198173677,6.99881202756708,1076.91811737863,1133.41420494213,2353.14602672965
"SEN","Senegal","NAM","Namibia","placebo",235.242908540018,1035.26994331068,4.40085505546521,-735.887550225527,773.727975965693,2007.54105693469
"SEN","Senegal","SWZ","Eswatini","placebo",136.161862304478,553.23673860154,4.06308146229977,431.972895721378,468.638026845374,1094.17806944705
"SEN","Senegal","SYC","Seychelles","placebo",446.629536152991,2851.15638145745,6.38371659432932,-2186.41169996994,2370.22888321774,4956.30044011104
"SEN","Senegal","TKM","Turkmenistan","placebo",152.679005207649,2465.42654023288,16.1477770757008,2108.94889869579,2108.94889869579,4420.82670929479
"TGO","Togo","TGO","Togo","treated",83.5658025383953,674.92029117946,8.07651300745134,-565.50461030562,565.50461030562,1222.69627150977
"TGO","Togo","BGD","Bangladesh","placebo",87.6420264314049,361.639428742368,4.12632436135435,-90.7564459587397,323.669785427586,731.549793614739
"TGO","Togo","BOL","Bolivia","placebo",82.8480566614441,590.460786903873,7.12703243380556,-504.849413115186,508.090373635701,951.981836388016
"TGO","Togo","BRB","Barbados","placebo",2296.76204310156,2109.17779380199,0.91832665039768,1214.53600113918,1812.8757233357,4319.00756311255
"TGO","Togo","BTN","Bhutan","placebo",50.7050617857383,864.180831810963,17.0432852535056,803.803321788127,803.803321788127,1312.43254055126
"TGO","Togo","BWA","Botswana","placebo",214.434848300428,1615.69946632825,7.53468701162144,-1231.82860330304,1364.24017744085,2808.07071224032
"TGO","Togo","CPV","Cabo Verde","placebo",65.4845934754374,981.628981754137,14.9902279247154,838.874847334183,838.874847334183,1706.41818849846
"TGO","Togo","DMA","Dominica","placebo",94.0249136789796,2104.85233854563,22.3861129586572,-1796.74963752701,1796.74963752701,3945.42366314799
"TGO","Togo","ECU","Ecuador","placebo",311.486629132177,1007.02473612791,3.23296296516338,686.182192490243,772.185148089162,1860.43208207998
"TGO","Togo","GRD","Grenada","placebo",193.547745324649,861.099406054389,4.44902835013663,-484.45187803004,676.188992867118,1650.46463750574
"TGO","Togo","GUY","Guyana","placebo",79.4521292042803,1930.20446674418,24.2939300189351,1630.15610601007,1730.97290161337,2590.13699026071
"TGO","Togo","IRQ","Iraq","placebo",2292.54859292479,1040.27013136066,0.453761431522592,-393.41242934513,852.52933611858,1990.08523960247
"TGO","Togo","KNA","St. Kitts and Nevis","placebo",675.858043637658,4266.60719373279,6.3128747728868,3730.01880877839,3732.06567705501,6755.99629557831
"TGO","Togo","LAO","Lao PDR","placebo",167.136887246894,417.108810311587,2.49561193332167,-396.471536117981,396.471536117981,571.738243106808
"TGO","Togo","LCA","St. Lucia","placebo",273.771466437283,2648.02986551069,9.67240998476118,-2439.35829675008,2439.35829675008,3636.71312793198
"TGO","Togo","LSO","Lesotho","placebo",84.3178608148412,756.56728019815,8.97279974713238,-567.758305882979,575.995686694812,1631.96275961713
"TGO","Togo","MAR","Morocco","placebo",75.6123658071014,402.143130745013,5.31848364288642,-262.369684711229,331.536356897889,718.666359290326
"TGO","Togo","MUS","Mauritius","placebo",191.792832333488,1342.32198173677,6.99881202756708,1076.91811737863,1133.41420494213,2353.14602672965
"TGO","Togo","NAM","Namibia","placebo",235.242908540018,1035.26994331068,4.40085505546521,-735.887550225527,773.727975965693,2007.54105693469
"TGO","Togo","SWZ","Eswatini","placebo",136.161862304478,553.23673860154,4.06308146229977,431.972895721378,468.638026845374,1094.17806944705
"TGO","Togo","SYC","Seychelles","placebo",446.629536152991,2851.15638145745,6.38371659432932,-2186.41169996994,2370.22888321774,4956.30044011104
"TGO","Togo","TKM","Turkmenistan","placebo",152.679005207649,2465.42654023288,16.1477770757008,2108.94889869579,2108.94889869579,4420.82670929479
"CMR","Cameroon","CMR","Cameroon","treated",180.708699127351,3184.42788476352,17.6218848353246,-2723.89415578441,2723.89415578441,4960.44527084001
"CMR","Cameroon","BGD","Bangladesh","placebo",87.6420264314049,361.639428742368,4.12632436135435,-90.7564459587397,323.669785427586,731.549793614739
"CMR","Cameroon","BOL","Bolivia","placebo",82.8480566614441,590.460786903873,7.12703243380556,-504.849413115186,508.090373635701,951.981836388016
"CMR","Cameroon","BRB","Barbados","placebo",2296.76204310156,2109.17779380199,0.91832665039768,1214.53600113918,1812.8757233357,4319.00756311255
"CMR","Cameroon","BTN","Bhutan","placebo",50.7050617857383,864.180831810963,17.0432852535056,803.803321788127,803.803321788127,1312.43254055126
"CMR","Cameroon","BWA","Botswana","placebo",214.434848300428,1615.69946632825,7.53468701162144,-1231.82860330304,1364.24017744085,2808.07071224032
"CMR","Cameroon","CPV","Cabo Verde","placebo",65.4845934754374,981.628981754137,14.9902279247154,838.874847334183,838.874847334183,1706.41818849846
"CMR","Cameroon","DMA","Dominica","placebo",94.0249136789796,2104.85233854563,22.3861129586572,-1796.74963752701,1796.74963752701,3945.42366314799
"CMR","Cameroon","ECU","Ecuador","placebo",311.486629132177,1007.02473612791,3.23296296516338,686.182192490243,772.185148089162,1860.43208207998
"CMR","Cameroon","GRD","Grenada","placebo",193.547745324649,861.099406054389,4.44902835013663,-484.45187803004,676.188992867118,1650.46463750574
"CMR","Cameroon","GUY","Guyana","placebo",79.4521292042803,1930.20446674418,24.2939300189351,1630.15610601007,1730.97290161337,2590.13699026071
"CMR","Cameroon","IRQ","Iraq","placebo",2292.54859292479,1040.27013136066,0.453761431522592,-393.41242934513,852.52933611858,1990.08523960247
"CMR","Cameroon","KNA","St. Kitts and Nevis","placebo",675.858043637658,4266.60719373279,6.3128747728868,3730.01880877839,3732.06567705501,6755.99629557831
"CMR","Cameroon","LAO","Lao PDR","placebo",167.136887246894,417.108810311587,2.49561193332167,-396.471536117981,396.471536117981,571.738243106808
"CMR","Cameroon","LCA","St. Lucia","placebo",273.771466437283,2648.02986551069,9.67240998476118,-2439.35829675008,2439.35829675008,3636.71312793198
"CMR","Cameroon","LSO","Lesotho","placebo",84.3178608148412,756.56728019815,8.97279974713238,-567.758305882979,575.995686694812,1631.96275961713
"CMR","Cameroon","MAR","Morocco","placebo",75.6123658071014,402.143130745013,5.31848364288642,-262.369684711229,331.536356897889,718.666359290326
"CMR","Cameroon","MUS","Mauritius","placebo",191.792832333488,1342.32198173677,6.99881202756708,1076.91811737863,1133.41420494213,2353.14602672965
"CMR","Cameroon","NAM","Namibia","placebo",235.242908540018,1035.26994331068,4.40085505546521,-735.887550225527,773.727975965693,2007.54105693469
"CMR","Cameroon","SWZ","Eswatini","placebo",136.161862304478,553.23673860154,4.06308146229977,431.972895721378,468.638026845374,1094.17806944705
"CMR","Cameroon","SYC","Seychelles","placebo",446.629536152991,2851.15638145745,6.38371659432932,-2186.41169996994,2370.22888321774,4956.30044011104
"CMR","Cameroon","TKM","Turkmenistan","placebo",152.679005207649,2465.42654023288,16.1477770757008,2108.94889869579,2108.94889869579,4420.82670929479
"CAF","Central African Republic","CAF","Central African Republic","treated",107.683606694869,1384.20448745845,12.8543659517341,-1170.42815554794,1170.42815554794,2404.79221246152
"CAF","Central African Republic","BGD","Bangladesh","placebo",87.6420264314049,361.639428742368,4.12632436135435,-90.7564459587397,323.669785427586,731.549793614739
"CAF","Central African Republic","BOL","Bolivia","placebo",82.8480566614441,590.460786903873,7.12703243380556,-504.849413115186,508.090373635701,951.981836388016
"CAF","Central African Republic","BRB","Barbados","placebo",2296.76204310156,2109.17779380199,0.91832665039768,1214.53600113918,1812.8757233357,4319.00756311255
"CAF","Central African Republic","BTN","Bhutan","placebo",50.7050617857383,864.180831810963,17.0432852535056,803.803321788127,803.803321788127,1312.43254055126
"CAF","Central African Republic","BWA","Botswana","placebo",214.434848300428,1615.69946632825,7.53468701162144,-1231.82860330304,1364.24017744085,2808.07071224032
"CAF","Central African Republic","CPV","Cabo Verde","placebo",65.4845934754374,981.628981754137,14.9902279247154,838.874847334183,838.874847334183,1706.41818849846
"CAF","Central African Republic","DMA","Dominica","placebo",94.0249136789796,2104.85233854563,22.3861129586572,-1796.74963752701,1796.74963752701,3945.42366314799
"CAF","Central African Republic","ECU","Ecuador","placebo",311.486629132177,1007.02473612791,3.23296296516338,686.182192490243,772.185148089162,1860.43208207998
"CAF","Central African Republic","GRD","Grenada","placebo",193.547745324649,861.099406054389,4.44902835013663,-484.45187803004,676.188992867118,1650.46463750574
"CAF","Central African Republic","GUY","Guyana","placebo",79.4521292042803,1930.20446674418,24.2939300189351,1630.15610601007,1730.97290161337,2590.13699026071
"CAF","Central African Republic","IRQ","Iraq","placebo",2292.54859292479,1040.27013136066,0.453761431522592,-393.41242934513,852.52933611858,1990.08523960247
"CAF","Central African Republic","KNA","St. Kitts and Nevis","placebo",675.858043637658,4266.60719373279,6.3128747728868,3730.01880877839,3732.06567705501,6755.99629557831
"CAF","Central African Republic","LAO","Lao PDR","placebo",167.136887246894,417.108810311587,2.49561193332167,-396.471536117981,396.471536117981,571.738243106808
"CAF","Central African Republic","LCA","St. Lucia","placebo",273.771466437283,2648.02986551069,9.67240998476118,-2439.35829675008,2439.35829675008,3636.71312793198
"CAF","Central African Republic","LSO","Lesotho","placebo",84.3178608148412,756.56728019815,8.97279974713238,-567.758305882979,575.995686694812,1631.96275961713
"CAF","Central African Republic","MAR","Morocco","placebo",75.6123658071014,402.143130745013,5.31848364288642,-262.369684711229,331.536356897889,718.666359290326
